frame,G908R_febuxostat_rep1,G908R_febuxostat_rep2,G908R_febuxostat_rep3,G908R_natural_rep1,G908R_natural_rep2,G908R_natural_rep3,R702W_febuxostat_rep1,R702W_febuxostat_rep2,R702W_febuxostat_rep3,R702W_natural_rep1,R702W_natural_rep2,R702W_natural_rep3
213,24.0728,21.9271,16.4189,26.1175,19.3396,27.1991,25.6599,16.6406,12.7850,17.7474,19.7917,26.0297
214,24.0180,21.8911,16.0501,25.4166,20.9079,26.4765,25.4587,16.8330,16.3216,17.7285,21.1176,26.1981
215,23.8747,21.9372,16.0251,25.5496,20.2773,26.4435,25.3954,16.3146,16.6066,17.0496,20.8346,25.5886
216,24.0261,21.1793,15.6930,26.0728,19.8671,28.0994,25.0323,16.1891,12.8494,17.9250,18.8292,25.8176
217,27.1655,20.8513,15.6910,27.1068,19.5085,28.4708,25.0498,17.0628,12.6032,17.6934,21.0034,25.5066
218,22.7319,20.5848,15.1100,26.9251,17.3868,28.2292,18.2904,16.4143,12.0072,18.3074,21.1593,25.8017
219,22.7533,21.0805,14.9345,28.0912,18.2546,28.4841,25.0655,16.9705,12.2587,17.1679,20.9674,26.6722
220,23.2236,18.6274,15.1045,28.4496,17.6498,29.1197,20.7324,16.9670,12.5201,17.7237,20.3730,26.1219
221,20.0986,17.9423,15.3591,27.9430,17.3614,28.3037,20.9651,17.1450,12.5454,17.5311,20.3184,26.7365
222,19.9211,17.5786,15.0629,28.0289,17.1317,28.8778,24.9775,17.2691,12.1949,18.0081,19.3929,27.3490
223,24.3543,17.9607,15.2755,28.9248,17.0236,28.3801,23.8760,17.0373,12.8890,18.3484,19.4383,27.6917
224,23.7684,17.9475,15.3762,28.9120,16.9947,28.0135,20.3433,16.6110,16.7389,18.0558,18.9399,27.0738
225,24.1731,20.8064,14.8977,29.2499,16.6895,28.4827,21.0860,16.6696,15.9653,18.6407,19.1379,27.1940
226,23.5889,21.0093,15.1460,29.8142,19.1896,29.2728,21.1747,21.3811,15.9314,17.9522,18.9188,27.0490
227,22.3981,20.9906,15.5828,29.4340,16.8539,28.4530,24.3037,18.2986,16.0501,17.7607,18.9649,26.8334
228,22.2565,20.9587,14.6600,28.7953,17.4296,29.3115,24.6218,18.0239,16.1202,17.3419,18.8830,26.7670
229,25.1080,20.6641,14.7645,28.7289,17.1843,27.8826,24.8540,18.1609,16.2080,17.6295,19.1734,27.0758
230,26.0602,20.5464,15.5313,29.1526,17.2623,27.2160,24.9744,18.4849,12.9355,18.7456,18.8930,26.5871
231,27.3059,21.9775,15.0335,29.6510,17.4954,27.0264,25.1034,18.7760,13.0054,18.1860,18.9251,27.4386
232,27.0071,22.0250,14.7722,29.2659,20.5203,26.3050,25.5829,18.3205,12.6818,19.2239,19.2655,27.8448
233,27.3954,21.6357,15.8866,30.0029,20.0370,26.3842,24.8970,19.0489,13.1144,19.0807,19.0268,27.4949
234,26.7354,22.2176,14.6449,30.3397,20.7411,26.4132,25.3167,18.7683,12.4724,18.9653,18.8094,27.7855
235,26.3789,22.7368,14.7759,29.0882,21.4447,26.8106,24.5063,18.4947,13.8213,19.5406,20.0336,27.6420
236,26.1916,22.1815,14.6012,29.9322,21.3249,26.4521,24.4252,17.9347,12.4061,19.7495,19.3141,27.6857
237,25.8425,21.3274,14.7135,29.2311,21.6767,25.9322,25.0148,18.0001,12.7651,20.2070,18.7575,28.5778
238,26.5020,21.4830,16.0251,29.7035,21.6213,25.7182,25.7374,17.7320,12.6908,20.7982,19.1353,28.4375
239,25.6267,21.8870,14.8805,30.3972,19.2019,26.0405,25.9921,18.3527,12.4705,21.6145,19.2559,25.3983
240,24.8536,21.5442,15.4404,29.7403,22.4299,26.6883,25.8048,18.8113,13.0009,21.2452,18.8168,29.1946
241,25.4140,21.2717,14.7772,30.7718,20.6578,26.4735,25.8648,18.1270,17.9463,22.0097,17.8345,29.2022
242,27.2866,17.8238,14.8882,30.7138,20.4852,26.1393,25.8913,18.5711,17.4016,21.1767,18.2731,25.8222
243,25.9949,18.0574,14.3585,29.7742,21.7590,26.3494,26.5494,18.0380,17.2832,21.8236,18.0520,25.6578
244,26.0202,17.5219,14.5581,29.7871,22.1938,25.1839,26.1214,18.1645,17.1016,21.9337,18.7789,24.2918
245,25.7670,18.2098,14.3889,29.9517,18.7691,26.3386,26.4671,23.1054,16.4663,22.5369,18.6559,24.2168
246,26.7864,17.6993,14.1251,29.3695,18.4831,26.3046,26.5598,18.3642,16.9301,22.1953,19.5787,23.8979
247,26.2745,18.9756,14.6425,30.2114,23.1585,26.1476,26.7480,18.5748,16.2312,22.0760,19.5768,24.1656
248,26.2874,18.4527,14.8964,29.0360,24.1271,25.9612,26.4829,18.3307,16.9524,22.5470,19.9218,23.8723
249,24.6199,18.6547,14.6282,29.4683,24.5520,25.6990,26.3646,17.9616,16.9218,23.1630,20.1805,23.2782
250,24.9826,17.9400,14.6763,28.7364,23.9907,25.0874,26.8388,17.8608,13.9990,23.0345,20.3484,23.2086
251,25.1059,19.7861,14.2995,29.6268,23.9981,25.7932,27.0949,22.7153,14.6723,23.2217,21.3363,24.1487
252,24.4257,20.0775,14.4253,29.8274,23.2937,25.5658,26.6954,18.6002,14.0430,22.4125,20.6839,23.5137
253,24.7425,21.5572,14.4482,30.4904,22.8241,25.6338,25.4269,18.3372,13.7111,23.2031,19.4118,23.5380
254,24.2432,23.0443,14.8544,30.6203,22.4322,25.3510,25.3782,18.2798,14.8011,22.6843,20.0070,23.7290
255,23.7799,22.5529,14.5109,30.2051,22.8174,25.4235,25.7834,17.7858,14.8047,22.6822,19.5732,23.7742
256,23.6484,22.7245,14.3601,30.3947,22.1914,25.6485,26.4942,17.1508,14.7879,21.6854,19.9303,24.0834
257,24.6780,23.5262,14.3994,30.7382,22.4402,26.7120,26.4881,16.9913,15.2821,21.8436,20.0369,24.2697
258,24.8737,23.3004,14.7878,30.4256,22.1275,25.6250,26.8147,17.3012,15.2124,22.4568,19.1871,24.7287
259,25.2540,23.2353,15.0625,31.4135,22.6894,25.9057,26.3990,17.4302,16.1824,22.7162,19.3416,23.6254
260,24.9687,22.8416,14.7335,31.3710,23.2674,26.4589,26.1627,17.0955,15.8082,22.3898,18.8665,24.6038
261,26.4401,23.3736,14.2640,29.7980,24.1634,26.4307,26.6569,17.6577,15.5477,22.3215,19.0931,24.2402
262,26.4475,23.8811,14.6042,30.3770,23.1338,25.7408,26.4164,17.8590,15.3308,21.7172,19.4639,25.1515
263,25.5454,23.9393,14.8764,29.6927,22.0162,26.0475,27.1312,18.1232,18.2310,22.5914,19.6371,25.6765
264,26.5305,23.5062,14.2113,29.6603,21.0447,25.0897,27.2366,17.6437,17.8333,22.9633,19.4185,26.0291
265,26.5838,23.1443,13.9844,29.0149,20.7537,24.8943,26.7864,16.7725,15.7770,23.2452,18.4334,25.7046
266,26.3600,23.4299,14.9002,29.5840,21.8991,24.8936,27.0751,17.5525,17.7655,23.3316,18.8037,25.5105
267,25.8804,22.9757,14.0629,30.2639,21.8795,24.6324,26.0683,17.8992,18.6579,23.5443,18.5143,25.7111
268,25.1562,23.3357,14.3920,29.9166,21.2423,25.6112,25.9987,17.4288,18.4717,22.7158,19.0063,25.4320
269,25.9352,23.6024,14.5091,29.1519,21.7714,26.1898,25.4543,17.4233,17.7551,22.3054,18.8905,25.3530
270,25.7547,23.2660,14.2905,30.0130,22.0809,25.3218,25.2828,17.0786,17.8178,23.6352,18.9915,26.2499
271,24.8436,22.6397,14.8618,31.1234,22.6147,25.8760,26.0095,17.2338,15.1211,22.6557,19.1703,26.3103
272,24.4380,22.0282,15.2635,30.4163,22.8168,26.0030,25.7926,17.7678,15.0935,23.1017,19.0111,26.4494
273,25.6674,22.5602,15.4999,30.7968,22.1494,19.7109,25.9450,17.6765,15.0679,23.3020,18.3008,26.8257
274,25.6044,22.8567,14.6170,30.7352,19.6489,25.5221,26.2547,17.6972,16.1023,22.3330,18.6672,27.3160
275,25.8829,22.4707,15.1904,30.6840,22.6847,18.9609,26.5787,17.8870,15.6771,22.6675,18.4366,26.8485
276,24.5945,24.0777,15.2295,30.8381,21.3918,25.6566,26.0347,18.2284,15.4299,23.4323,17.9216,26.9521
277,23.4023,24.0815,15.3188,30.8089,19.2383,18.7480,26.3616,18.3973,19.1788,22.4206,18.5194,26.8771
278,25.3299,24.1111,15.1046,31.6611,20.2671,17.9226,26.8694,18.8050,16.5704,22.5635,18.6401,27.1100
279,22.9950,23.7495,15.6644,31.2200,19.8123,17.9259,26.7998,18.7383,16.5967,22.8501,18.9271,28.3244
280,22.2473,24.5368,15.5762,31.6415,19.9879,17.8160,27.6434,19.3223,17.5328,21.8480,18.5072,28.7689
281,24.6792,24.3000,16.0740,31.4179,20.2400,19.0331,27.4765,19.1817,17.7539,23.6753,19.3096,28.8337
282,24.7238,24.0824,15.2276,30.8049,20.4772,18.6777,27.1641,18.9611,17.9035,23.0960,19.1846,29.0483
283,26.2381,24.1757,15.1942,31.5286,20.9778,18.8740,23.9229,19.7590,18.1762,23.8450,19.7307,28.6708
284,26.4533,24.7416,15.2796,31.4744,20.2592,18.4020,24.3244,20.5105,19.4717,22.8073,19.4142,27.3832
285,27.3571,24.1684,14.9782,32.6619,22.0045,18.5490,24.2690,20.8857,18.7991,23.9926,18.8131,26.6919
286,27.0927,24.0878,14.7870,32.8293,22.1165,17.8243,24.6032,20.4118,18.3150,24.1227,18.6631,26.0508
287,26.9560,23.4902,15.5176,33.5591,20.4988,18.1793,24.1137,19.7654,17.6051,23.8901,19.0848,26.8691
288,25.6643,24.1922,16.1541,33.2153,20.9288,17.2752,23.3958,20.5846,17.0956,23.8132,19.1828,28.2590
289,27.9025,23.8496,15.7531,33.7014,20.1304,17.8267,24.2381,20.2620,17.9103,23.7277,19.2952,27.8260
290,28.4144,23.4191,14.8865,33.6883,18.9505,17.1483,24.4382,20.0714,18.9970,22.9496,19.8236,28.5220
291,27.3943,23.5398,15.6649,34.0537,18.5442,17.6950,24.1486,20.7200,20.2050,23.6697,19.2657,27.8666
292,30.1814,23.3147,16.1431,34.6541,19.5517,17.4441,24.5921,20.2480,21.2195,23.6525,19.2601,27.7946
293,31.0407,24.6513,15.6018,33.6999,18.6970,17.5332,28.9487,20.9909,17.5586,23.8612,20.3139,27.5362
294,30.5350,22.8776,15.0854,34.2074,18.2567,17.3861,28.9115,21.6346,17.5209,23.2996,20.1982,27.4270
295,30.3485,22.7256,15.1634,34.9325,18.4075,16.8265,27.3538,17.4774,17.9181,23.0493,20.1520,27.5039
296,26.2607,23.5289,15.3337,34.4803,18.5208,18.0765,28.8194,16.9003,18.9210,22.4729,20.7157,26.8853
297,26.5684,23.6787,15.3360,32.9626,18.8220,17.1208,28.6833,18.2302,19.4201,22.8126,20.7468,26.8760
298,27.4700,22.9536,14.8834,32.0643,18.7087,17.3471,29.6939,18.0295,19.5443,23.7835,20.8346,26.2018
299,25.8972,23.8588,14.6876,32.0761,18.3258,17.4540,29.9529,18.0645,18.2245,25.5049,20.6792,26.6674
300,25.9405,23.4302,15.0674,32.8881,18.7060,17.6894,29.5530,17.9053,18.2036,24.8077,20.0789,27.8123
301,25.6958,23.6632,15.1758,33.2296,18.3950,17.1929,29.4351,18.2550,18.0753,26.0638,19.7516,28.5233
302,27.5906,23.2996,15.1164,34.3109,18.9262,17.6718,28.8104,18.4253,17.1956,24.8462,19.2771,29.4241
303,27.4515,23.3639,15.3184,32.2231,17.9147,17.6948,28.7888,17.9986,17.5915,25.0828,19.7250,29.4932
304,28.3944,22.3903,15.4405,32.3182,18.3706,18.2419,28.6313,18.0367,17.9795,25.4433,19.6508,29.4613
305,26.7800,21.5170,14.7721,33.2724,17.9106,18.4941,28.9449,18.3077,17.7813,24.1993,19.1759,29.1766
306,28.2119,22.8332,14.9704,33.1915,18.4081,17.3099,29.3927,18.0125,17.5555,24.7574,19.3818,29.5318
307,28.9295,22.5573,15.0069,31.2251,18.7431,17.1010,30.0451,17.5824,17.3516,25.1523,18.9948,29.9071
308,30.0182,22.3655,15.2167,31.6097,18.4698,17.4576,30.0946,18.7344,16.5733,25.0729,19.4531,30.2814
309,30.8264,22.7536,14.7293,32.2096,18.2349,17.3123,30.5821,18.6047,16.8559,25.0263,19.2319,30.9856
310,30.2179,22.4407,14.7902,31.3863,17.9130,16.7409,30.6925,18.5696,17.3502,25.2986,19.1950,30.6775
311,30.4726,22.2547,14.8843,30.7636,18.1260,16.9071,27.4485,18.8378,17.1317,24.5582,19.3800,29.9925
312,27.8336,22.3885,15.0486,31.2857,17.9283,16.9334,30.1877,20.3273,17.7587,24.7634,19.0449,29.9129
313,29.8125,22.9367,14.4261,31.0873,17.2169,17.0839,31.1653,20.5378,18.2156,23.7939,19.6418,29.4952
314,29.3139,23.1100,13.7818,30.4535,16.6443,16.7783,31.8484,19.2910,18.9498,24.6378,16.1041,27.0175
315,29.3343,25.9758,14.0205,30.1897,17.1911,16.7609,31.7021,19.7015,18.0559,25.0653,20.3952,27.8354
316,29.3049,24.4334,14.4729,31.0196,18.8008,17.4176,31.8940,19.4472,18.3683,25.0453,20.1720,27.2377
317,30.8561,24.3978,14.3957,31.7008,17.8207,17.3205,31.1459,19.2358,13.2946,24.7686,19.8975,27.8680
318,30.9363,24.8895,13.7780,32.0090,16.8833,17.6416,31.7665,18.4175,13.1020,25.6366,19.9477,27.1009
319,31.1846,25.1200,14.0123,31.8973,16.7957,16.9560,31.7899,18.9770,23.9624,25.9191,20.9670,27.4388
320,31.5738,24.1302,14.3285,32.8089,16.2623,16.6821,30.7793,19.0653,23.9691,25.4015,19.8796,27.1435
321,30.5392,24.0584,13.7799,33.5041,15.8466,17.1887,30.8186,19.5025,23.4847,25.5732,19.6605,27.3648
322,30.7394,24.2787,14.1053,34.1796,15.9105,17.8734,30.5827,19.9321,24.6395,24.8069,19.7608,29.1847
323,31.0768,24.8315,13.6397,33.9994,16.5909,18.3961,29.9058,19.5904,22.9786,25.3653,20.1828,28.4513
324,31.1018,24.7609,13.4358,33.8852,16.7137,18.1392,26.6256,19.6989,24.6469,23.9675,20.5668,28.6083
325,32.6486,24.5258,13.3692,33.9636,17.3581,17.7111,27.0587,18.1936,24.2879,24.1438,20.0644,28.6025
326,33.3616,24.2411,12.9792,31.6772,17.0405,17.5236,27.5300,17.8492,25.4122,23.7151,21.2140,30.2206
327,30.9948,24.2278,12.9680,32.2077,17.0244,17.4174,27.6211,18.1792,24.9467,22.8530,20.5761,33.5323
328,31.9736,24.3708,12.7689,31.3240,16.8468,17.6566,24.5768,22.6096,24.3635,23.0828,20.9516,33.8899
329,31.7096,23.0802,12.6262,31.5741,16.1619,17.3157,28.3297,21.9081,23.9740,23.1122,20.0448,32.9575
330,31.0779,22.0267,12.5535,31.7635,15.9085,17.3785,29.0068,22.7166,24.6804,23.6082,19.1847,34.0054
331,30.8917,21.5857,12.0536,31.8329,16.2706,17.4185,29.2813,21.1954,24.5751,23.2413,19.6427,30.3548
332,31.5594,21.6069,12.1613,30.9494,17.0641,17.6675,29.2687,22.6567,25.2099,22.9793,19.6838,30.6121
333,31.7599,21.4728,12.7204,31.9558,16.2112,17.4078,28.7732,17.0931,24.6781,23.5239,19.7285,34.0466
334,31.6021,21.7287,12.5854,31.9942,15.7332,17.7856,28.9742,17.1305,25.6045,23.8363,19.5754,33.1253
335,31.8901,21.6812,12.7440,31.4890,15.6352,17.6748,28.9584,21.1898,25.9487,24.2840,20.0120,33.5987
336,31.6043,21.7434,12.8480,31.5128,15.1555,17.9480,29.0389,21.3890,25.8804,24.5568,19.9933,32.9457
337,32.4364,21.3071,12.9127,31.2304,15.0888,17.3493,28.9700,16.9301,25.7800,24.3726,19.7643,33.0746
338,32.3545,20.8703,13.2240,30.8874,14.9859,17.9270,29.5067,16.8823,26.1545,23.7662,19.5394,30.6709
339,32.4725,20.9636,13.2114,30.5964,14.9842,18.3245,29.4897,17.3235,25.2041,24.0053,19.2485,30.5448
340,33.6888,21.5945,13.8669,30.2061,14.7500,17.2600,29.1633,17.3231,26.0058,24.3251,19.2112,31.1627
341,33.6276,21.3242,13.1548,29.8644,14.9848,17.6073,29.5057,17.5947,25.3499,25.0335,19.3636,32.0489
342,34.3511,25.2547,13.3566,30.0130,15.8325,17.4672,30.3844,15.8570,24.7623,23.9094,19.2450,32.6039
343,34.2648,25.4501,13.0928,30.2392,15.9290,17.9509,29.9931,22.0558,25.6044,24.6927,19.4342,32.5249
344,36.0122,21.0486,12.7369,31.1425,15.9563,17.5750,29.6040,17.3122,25.3624,25.0601,19.5374,32.3915
345,39.4455,20.6774,12.5170,31.0321,16.0238,17.5267,30.1338,21.2862,24.9106,24.2588,19.7226,31.7409
346,35.8787,20.7944,12.5451,31.5491,16.8387,17.5480,30.5783,16.3981,24.5059,24.1271,19.7037,30.4146
347,35.9087,23.9357,12.2541,31.3407,16.8049,17.3275,30.8292,20.9478,24.7266,23.8565,19.4444,30.4486
348,35.9962,24.3744,12.4002,31.6545,16.8286,18.1041,30.4826,15.9385,23.7930,22.9876,19.3238,31.1874
349,35.7993,22.8856,12.9067,31.5282,15.4558,18.2513,30.6909,16.0554,23.8436,23.3756,19.0495,32.5762
350,36.7003,23.6785,12.4003,31.3300,16.9793,17.7589,29.7577,20.1596,25.0884,23.6773,19.1903,32.2290
351,36.5097,23.4955,12.4823,31.7434,15.8035,18.7151,29.4476,19.1721,23.8093,24.3534,19.2577,33.1629
352,37.5585,23.6974,12.7798,31.6617,15.7607,17.8174,28.8244,19.4521,18.7364,23.8018,19.3658,32.1819
353,36.6417,22.7074,12.9043,32.0248,16.0674,17.3222,28.8809,18.9831,23.9493,23.3821,19.7162,32.8010
354,35.1529,22.7668,13.6151,32.2710,16.1209,17.4934,29.3583,18.6106,19.2230,24.4518,19.4740,32.1857
355,35.0346,22.5381,13.1412,32.2291,15.4935,17.7942,29.7945,14.6222,19.5617,24.1831,19.2662,32.1517
356,34.2914,23.0743,12.6739,31.8084,15.4926,18.1623,29.0729,14.7668,20.0380,25.7288,19.6110,31.2319
357,35.2558,23.6429,12.8481,31.1756,16.0037,18.0572,29.1072,18.6892,24.8561,24.6112,16.5635,31.0833
358,35.4768,23.2510,13.4521,30.7620,15.4569,18.3519,30.3830,14.1544,26.3627,24.2851,19.8694,31.6664
359,35.5855,23.1645,13.8807,31.2460,15.7707,18.0260,30.8475,18.2651,25.9615,24.7504,22.7312,32.1958
360,34.9329,23.2357,13.2623,30.4101,16.6098,17.8322,30.7734,17.8658,24.6276,24.6453,19.2565,32.4812
361,36.0779,23.0671,13.7478,29.7829,17.7000,17.4948,31.7284,18.5284,24.1729,24.2810,20.1238,31.6294
362,37.1850,22.3226,13.9021,30.5009,16.4028,17.0651,31.1583,18.6464,19.0676,24.4268,19.4759,32.6774
363,36.5913,22.8850,13.6639,30.2867,16.2474,17.2713,30.0415,13.2841,20.5838,24.5373,20.0970,32.9058
364,36.1781,23.1071,13.7169,29.8998,16.3895,17.1604,30.0332,17.9445,20.1311,24.1240,16.3359,29.8704
365,37.2948,21.8235,13.4438,28.8472,16.6467,17.6160,30.1120,18.2369,20.3985,24.1569,20.1211,29.5847
366,36.8002,21.7763,13.5259,28.4028,16.6064,16.4758,29.6051,13.7045,21.4161,24.2920,19.6718,29.4836
367,37.7280,22.5065,13.1230,28.9330,16.7674,16.7754,30.2221,18.4929,25.9547,23.2297,16.1104,32.2310
368,38.8952,22.2188,13.8689,28.0920,16.7871,18.3363,30.3256,13.1718,25.6287,23.2995,16.7923,32.5547
369,38.8518,22.0552,13.6262,28.1878,17.8937,21.4294,30.4191,18.5950,25.8837,23.7707,16.6511,31.5875
370,38.6738,22.8062,13.9329,28.3876,18.4841,18.8507,30.8341,18.5003,25.7991,23.9610,16.3170,31.9627
371,38.0847,21.7773,13.8264,28.8875,19.1417,18.9837,31.1793,19.0986,25.1196,23.6507,16.5106,32.5957
372,38.5450,22.2228,13.7981,28.9546,19.7514,19.4710,31.5647,19.1333,25.6752,23.7794,16.5985,32.5413
373,38.8526,22.4840,13.6495,29.3851,20.1776,18.7054,32.2178,15.5665,25.2468,24.5281,15.6481,32.8860
374,37.3979,20.3160,13.4550,29.9931,19.6766,19.1027,31.9619,15.2223,25.1549,23.8714,15.7230,32.2357
375,38.0143,22.3751,13.8522,29.2753,20.2891,19.5203,31.9823,15.4240,25.0551,23.8234,15.6909,30.2675
376,38.0161,22.8831,12.8823,28.6875,19.4910,19.5041,31.3443,14.9934,25.9455,23.0443,16.3288,33.7590
377,36.6744,22.3567,12.5866,27.8770,19.5981,24.1029,31.7305,13.8754,18.5573,24.3224,16.2273,33.5430
378,37.2866,21.1103,12.1734,27.5336,21.1926,20.1893,32.0702,14.3105,18.6593,23.3027,16.6162,31.2557
379,36.0824,21.0452,12.6949,26.4560,22.2486,20.3448,32.2518,13.5736,18.4411,23.8106,16.0463,32.5792
380,37.3249,22.3482,12.4137,25.5530,22.7230,20.0731,28.6478,13.7665,18.6052,23.3759,15.7599,30.7102
381,37.9018,23.1774,12.8186,25.3202,23.1422,20.3462,25.1174,13.9025,18.9041,23.5282,16.1442,32.2465
382,38.2457,23.3693,11.9959,25.2291,23.2749,20.4704,27.1721,14.1734,18.5844,23.1793,16.2492,30.3458
383,38.1042,23.0137,12.0019,25.3133,19.9590,19.4840,26.7308,13.3045,18.4610,23.3454,15.6695,29.4927
384,37.9451,23.0673,11.6960,24.8608,22.0419,19.3272,27.2975,13.2191,18.1964,23.3938,15.3834,30.3413
385,39.8525,23.4177,11.7265,24.5481,22.5255,19.3215,27.2758,12.8578,18.3500,23.2847,15.5850,31.2882
386,39.0001,24.3171,11.5394,23.7816,22.8048,20.8269,27.2450,18.1612,16.9126,23.0793,16.2031,31.8383
387,40.4206,25.4887,11.6240,23.8568,22.1673,21.0016,28.1371,18.0041,17.7182,23.0335,16.7619,29.5271
388,41.3705,25.0219,11.3500,23.0663,18.7840,20.9870,28.2327,17.8314,17.5266,22.9048,16.6003,29.5285
389,42.2073,25.3638,11.8841,22.2282,18.9273,21.1160,28.2042,17.2995,17.7061,23.3513,16.3504,28.1820
390,41.7947,25.2461,17.2525,22.8175,19.9290,21.7137,28.6027,17.6808,18.0979,22.6226,15.8947,28.8283
391,41.0039,25.6960,17.0809,23.6532,20.0726,21.6694,28.1168,17.9286,17.9545,23.3314,16.1316,27.5819
392,41.0742,26.3938,17.0483,22.8821,20.2783,21.0304,27.7921,17.4594,17.7901,22.6317,16.4932,29.0123
393,42.0365,26.4673,16.9164,24.0204,18.9579,20.5345,27.5451,17.6706,17.5005,23.1268,16.9643,30.5216
394,41.1996,26.1070,16.3088,23.8582,20.7028,20.9223,27.3247,17.3449,17.5594,23.6808,17.2282,30.1986
395,42.3295,26.1914,16.8337,23.0094,21.1783,20.6079,28.2629,17.1862,17.2144,23.0384,17.0610,31.3021
396,39.8313,25.8162,16.9685,22.1540,21.5954,21.0155,27.6538,17.3148,17.2039,23.5210,16.8616,31.3506
397,40.5147,26.3663,17.1167,23.0510,22.3329,21.4574,27.1416,17.5499,17.3600,23.2629,17.1022,32.3591
398,39.0844,25.8843,16.8449,28.3660,23.3241,20.6294,23.6013,17.5844,17.1638,22.7992,17.4311,32.1316
399,40.0212,26.0858,16.6723,23.8096,23.6201,20.8325,26.0129,17.9729,16.9538,23.3515,18.0514,29.7857
400,40.0015,24.1821,16.9911,23.5628,22.3145,20.2988,22.0154,17.9494,16.7696,22.3867,17.3828,30.0849
401,38.8354,24.2874,16.6439,23.9212,22.1378,20.4648,24.7030,19.1096,17.8973,21.6713,18.2175,30.2636
402,39.4537,25.0019,16.4440,28.8453,24.4885,20.5862,24.6372,18.0308,18.0094,22.1234,18.1745,30.0763
403,38.7309,24.7521,16.4939,28.7157,24.7126,20.3490,24.9053,17.6568,18.1620,21.8063,19.2825,31.3252
404,38.9195,25.3307,16.4064,28.6943,24.4153,20.4456,21.3107,17.8742,17.4623,21.4688,19.1119,31.7409
405,38.0618,25.1184,17.1980,28.5944,23.9389,20.4418,20.0717,18.0694,17.6183,21.7483,19.8171,31.6858
406,37.8836,25.9313,17.0482,28.9876,24.5679,20.5401,21.0187,18.3322,17.3399,22.0900,19.9078,32.0152
407,39.3424,21.5133,17.0285,29.3692,24.4804,20.4072,25.0735,18.5389,17.2997,22.3087,19.9235,31.0494
408,40.3665,24.2788,16.9378,29.8799,24.6304,20.6068,21.3990,18.0617,16.8530,22.6051,20.4944,29.3452
409,40.1852,23.6679,16.6983,29.6459,25.3338,21.3988,25.2262,18.5433,18.1078,23.4777,20.3800,30.9584
410,40.0554,24.4949,16.9321,28.8120,25.8249,21.0898,24.3326,18.6653,17.7751,21.7468,20.3481,30.6001
411,40.9944,23.1938,17.3935,28.6042,25.7931,21.4748,24.2964,18.8009,17.8733,22.2393,21.1365,30.6334
412,40.2100,24.1780,17.2492,27.7119,25.2487,21.0420,24.6120,19.5370,17.1727,22.4653,21.7325,30.9964
413,40.4691,23.6762,17.6809,28.0795,25.3508,20.7625,23.8341,20.3138,17.0372,22.6642,21.3555,31.4746
414,40.6295,21.0287,16.8645,27.7287,24.5938,21.2668,24.2350,19.6801,16.9385,22.5194,21.5157,28.5090
415,41.2527,19.7333,16.8578,27.1897,23.4645,21.2548,24.3409,20.7844,17.2784,22.6839,20.5568,28.8204
416,40.3227,18.6495,16.8118,27.4805,23.6107,20.2497,21.0113,20.4928,17.1612,21.6099,20.7202,28.6314
417,40.1366,19.6580,17.1371,27.3173,23.2369,20.5354,20.9348,19.6432,17.2650,22.7777,20.8210,29.2221
418,40.7722,18.7047,17.0797,27.6502,22.2974,21.1170,20.4765,20.4387,17.2759,22.6907,20.2120,30.3587
419,40.0292,19.3640,17.0996,27.7579,23.2387,21.7775,20.0722,20.6506,17.3137,22.9244,19.6428,30.1168
420,38.8842,19.7757,17.1469,29.3994,22.7823,22.1170,23.3549,20.5742,17.1917,23.2821,20.2608,30.0092
421,38.5799,19.7666,17.2378,29.2637,23.3595,21.3035,23.2997,20.3861,17.9343,23.8107,20.6239,29.7973
422,39.5358,19.7453,17.0904,28.4146,22.9003,21.2992,23.6885,20.2976,17.2254,23.8015,19.7370,31.4711
423,39.2322,20.1739,16.9389,27.5978,23.0744,21.8513,23.6723,20.2817,17.0762,24.7802,19.5033,30.4360
424,38.8987,20.0227,17.0936,28.0913,23.3785,22.2534,24.1771,21.1067,17.5394,25.8004,19.3497,30.8256
425,39.3237,20.1069,16.7324,27.3466,23.4812,21.7299,20.2211,21.1294,17.3508,25.5831,19.1169,31.7542
426,39.1129,20.0998,16.9428,27.8523,23.9942,21.0185,24.6805,20.9603,18.2336,25.2221,18.6904,32.6766
427,38.5252,19.1784,17.1466,27.6480,23.9761,22.1419,24.5913,20.3282,18.4490,25.5853,19.1823,32.6285
428,38.8186,19.6821,17.3973,27.7506,23.4159,21.6385,24.8063,21.0484,19.4202,27.6307,20.3665,32.1788
429,37.9568,18.7757,17.6147,27.7596,23.1674,20.8672,24.6199,19.8829,19.3847,26.5707,19.8392,32.8283
430,38.6892,18.7244,17.4112,28.8639,22.3981,22.3409,24.6704,20.4005,20.0165,25.9216,19.8893,32.0388
431,37.8597,18.5859,17.7269,28.2397,22.9929,21.8066,24.3311,20.0603,20.9036,26.2341,20.1757,32.6291
432,37.8080,19.3006,17.2912,27.6598,23.6164,22.3409,20.9072,20.8148,20.6972,26.1651,20.2417,32.2176
433,36.8259,19.3419,17.5651,27.4158,23.7388,22.1505,20.3810,20.5120,20.5609,26.0212,19.6541,31.8482
434,37.4811,19.6487,17.4711,27.0018,23.2718,21.0896,20.7837,20.0171,19.8675,25.7578,20.6503,31.9773
435,37.0400,19.7022,17.6640,27.0053,24.3689,21.8158,20.9717,19.7660,19.0002,24.6895,20.8506,32.4281
