#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
4.8%,242500,970.0000000031754,-3484913.7996082585,569451.0476181695,311.2672323922711,112,4:05:19
4.9%,245000,980.0000000032231,-3488722.842517767,570477.1348965804,311.82810123021557,112,4:05:10
5.0%,247500,990.0000000032709,-3486069.7011135034,571241.0681245076,312.2456742289553,112,4:05:00
5.0%,250000,1000.0000000033186,-3485869.0410973337,566887.3156681979,309.86587269331,112,4:04:52
5.0%,252500,1010.0000000033664,-3490361.1080340035,569107.4441157687,311.0794155260454,112,4:04:56
5.1%,255000,1020.0000000034141,-3487063.1052829623,571983.0867411583,312.65126849760134,112,4:04:49
5.2%,257500,1030.0000000032912,-3489617.7465959676,570995.4423432355,312.1114128952366,112,4:04:39
5.2%,260000,1040.0000000030548,-3486639.774293145,567907.0624006798,310.4232757299509,112,4:04:29
5.2%,262500,1050.0000000028183,-3488091.643557081,570608.0995126741,311.89968770593345,112,4:04:24
5.3%,265000,1060.0000000025818,-3488748.25262486,569538.5644302889,311.31506989473974,112,4:04:15
5.3%,267500,1070.0000000023454,-3490447.6760495584,569560.9636452076,311.32731351368585,112,4:04:04
5.4%,270000,1080.000000002109,-3485506.5741290376,569141.2446464766,311.0978912101114,112,4:03:58
5.5%,272500,1090.0000000018724,-3487906.5958745256,569260.6671520679,311.16316866101124,112,4:03:49
5.5%,275000,1100.000000001636,-3486219.491232276,568961.6590500901,310.9997280549139,112,4:03:40
5.5%,277500,1110.0000000013995,-3491615.4480169713,571217.6314715128,312.23286353671983,112,4:03:31
5.6%,280000,1120.000000001163,-3484463.47132062,567186.3524354754,310.02932896812644,112,4:03:27
5.7%,282500,1130.0000000009265,-3488651.64214015,568829.343579088,310.92740318935466,112,4:03:20
5.7%,285000,1140.00000000069,-3486329.217265127,570621.1861252558,311.90684096993516,112,4:03:11
5.8%,287500,1150.0000000004536,-3488307.6924850866,568142.9733804308,310.5522268629151,112,4:03:03
5.8%,290000,1160.0000000002171,-3489319.462209994,567892.125018033,310.41511081783926,112,4:02:53
5.8%,292500,1169.9999999999807,-3490049.999155339,571363.8966436544,312.3128134385039,112,4:02:47
5.9%,295000,1179.9999999997442,-3486259.659648495,569010.1773700158,311.02624861928325,112,4:02:41
6.0%,297500,1189.9999999995077,-3490950.098537354,568729.116359931,310.87261806032933,112,4:02:31
