#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
4.5%,227500,910.0000000028889,-3484754.5371629596,568521.8094519267,310.7571837022982,274,1:40:13
4.6%,230000,920.0000000029366,-3485472.7396904435,568832.0585322957,310.92676757552664,274,1:40:08
4.7%,232500,930.0000000029844,-3487454.366687406,568591.3757226071,310.7952090128455,274,1:40:05
4.7%,235000,940.0000000030321,-3487680.951792501,568722.9435461138,310.8671247170788,274,1:40:00
4.8%,237500,950.0000000030799,-3490191.493616214,570551.236489153,311.8664798104382,274,1:39:56
4.8%,240000,960.0000000031276,-3487562.8416558187,570333.1826493156,311.74729036856144,275,1:39:51
4.8%,242500,970.0000000031754,-3486483.2813263554,570588.523916469,311.886861325637,275,1:39:48
4.9%,245000,980.0000000032231,-3482550.5629407912,569707.552578471,311.40531749149176,275,1:39:45
5.0%,247500,990.0000000032709,-3485320.429088369,569922.7133792457,311.52292558212304,275,1:39:40
5.0%,250000,1000.0000000033186,-3482514.5201907214,568914.242508267,310.97168979397753,275,1:39:37
5.0%,252500,1010.0000000033664,-3486560.3729107063,569957.6539181157,311.5420242750416,275,1:39:36
5.1%,255000,1020.0000000034141,-3488514.038212154,567837.2293015351,310.382988383812,275,1:39:33
5.2%,257500,1030.0000000032912,-3485638.3219420984,569395.5599589462,311.2347805900615,275,1:39:29
5.2%,260000,1040.0000000030548,-3484525.601869233,569008.9900853566,311.02347934669035,275,1:39:26
5.2%,262500,1050.0000000028183,-3489497.481712971,568010.4549842163,310.4776745056106,275,1:39:24
5.3%,265000,1060.0000000025818,-3488409.6135927085,570745.8124588757,311.97283611790414,275,1:39:21
5.3%,267500,1070.0000000023454,-3488141.899662176,570857.5205923965,312.03389640511284,275,1:39:16
5.4%,270000,1080.000000002109,-3485023.4580071606,569715.8714759434,311.40986464712773,275,1:39:13
5.5%,272500,1090.0000000018724,-3483948.990430277,571145.5837588882,312.191353334397,275,1:39:10
5.5%,275000,1100.000000001636,-3489406.215004891,569180.3983676886,311.1171720673479,275,1:39:06
5.5%,277500,1110.0000000013995,-3487278.39514851,566978.7511600971,309.9137394560348,275,1:39:02
5.6%,280000,1120.000000001163,-3488033.345039863,570702.7121953266,311.9492772740838,275,1:38:59
5.7%,282500,1130.0000000009265,-3483161.757930072,570296.2748433445,311.7271163565015,275,1:38:55
5.7%,285000,1140.00000000069,-3485378.6602778565,569505.8716458564,311.29507757178453,275,1:38:50
5.8%,287500,1150.0000000004536,-3485145.6934833173,568796.956884869,310.90758081977464,275,1:38:47
5.8%,290000,1160.0000000002171,-3486295.7776989415,567739.9902720972,310.3298369893858,275,1:38:44
5.8%,292500,1169.9999999999807,-3487308.26387926,569822.5399419742,311.46817022405105,275,1:38:41
5.9%,295000,1179.9999999997442,-3485788.3506351244,568807.281176654,310.91322413509783,275,1:38:38
6.0%,297500,1189.9999999995077,-3485174.557115933,568470.3006531284,310.7290287063344,275,1:38:35
6.0%,300000,1199.9999999992713,-3486495.7770541236,570197.1442806055,311.6729310394504,275,1:38:32
6.0%,302500,1209.9999999990348,-3487464.593655169,568504.1458099267,310.7475286573191,275,1:38:27
6.1%,305000,1219.9999999987983,-3487643.9389478397,568931.0311167252,310.98086654075485,275,1:38:23
6.2%,307500,1229.9999999985619,-3484845.9927226044,567512.6690633172,310.20558195209117,275,1:38:18
6.2%,310000,1239.9999999983254,-3484405.7660723086,570331.718489239,311.7464900505185,275,1:38:14
6.2%,312500,1249.999999998089,-3485105.102524586,568583.7914210511,310.7910633914239,275,1:38:09
6.3%,315000,1259.9999999978525,-3487790.161802117,566937.3739037588,309.8911224175409,275,1:38:06
6.3%,317500,1269.999999997616,-3487516.246792622,570675.6561892505,311.9344883106515,275,1:38:02
6.4%,320000,1279.9999999973795,-3484918.4105085563,567951.7393497799,310.4455802131958,275,1:38:00
6.5%,322500,1289.999999997143,-3487228.765663922,569006.3652825914,311.02204461489725,275,1:37:58
6.5%,325000,1299.9999999969066,-3486199.871645961,567765.1491632287,310.34358897923585,275,1:37:55
6.5%,327500,1309.99999999667,-3486684.331036413,568850.6298047472,310.9369187363596,275,1:37:53
6.6%,330000,1319.9999999964336,-3489190.046205135,569760.3806599567,311.4341936147116,275,1:37:51
6.7%,332500,1329.9999999961972,-3487423.4694102164,568404.3064152657,310.69295588879623,275,1:37:47
6.7%,335000,1339.9999999959607,-3487633.4252895545,569876.0810694364,311.49743610216825,275,1:37:46
6.8%,337500,1349.9999999957242,-3484069.8824776504,571289.1451504037,312.26982478962356,275,1:37:43
6.8%,340000,1359.9999999954878,-3487592.923594553,570414.628320527,311.79180902552343,275,1:37:41
6.8%,342500,1369.9999999952513,-3488130.738516582,569337.246915853,311.2029063563145,275,1:37:38
6.9%,345000,1379.9999999950148,-3486815.630729107,569082.3760836704,311.06359254161094,275,1:37:36
7.0%,347500,1389.9999999947784,-3487841.164456174,569116.7006337936,311.0823545316539,275,1:37:33
7.0%,350000,1399.999999994542,-3490553.0715764146,571354.7129889617,312.30566453492963,275,1:37:29
7.0%,352500,1409.9999999943054,-3485551.4380134717,569640.3163680795,311.3685658048604,275,1:37:26
7.1%,355000,1419.999999994069,-3483147.1553179864,569454.8549334025,311.26719155295405,275,1:37:22
7.2%,357500,1429.9999999938325,-3487639.9461954217,569639.8500354756,311.36831090486487,275,1:37:19
7.2%,360000,1439.999999993596,-3484904.3424393274,570078.2806062023,311.6079594937895,275,1:37:17
7.2%,362500,1449.9999999933596,-3485537.0212846287,569804.1456256218,311.4581157884062,275,1:37:14
7.3%,365000,1459.999999993123,-3483492.3284480944,570307.9460682571,311.7334959129651,275,1:37:11
7.3%,367500,1469.9999999928866,-3484996.4426839836,571103.3694720233,312.16827877036087,275,1:37:08
7.4%,370000,1479.9999999926501,-3485483.2631363776,569137.565638708,311.09375945941093,275,1:37:05
7.5%,372500,1489.9999999924137,-3485240.0738732256,569570.036100232,311.3301502194896,275,1:37:02
7.5%,375000,1499.9999999921772,-3484931.160658382,567969.470443093,310.45527212743787,275,1:36:59
7.5%,377500,1509.9999999919407,-3487550.902243385,568510.147453058,310.7508091888415,275,1:36:55
7.6%,380000,1519.9999999917043,-3485032.167005075,570356.0198759811,311.7597733236991,275,1:36:52
7.7%,382500,1529.9999999914678,-3482750.629576128,568278.436773889,310.6241548426138,275,1:36:49
7.7%,385000,1539.9999999912313,-3486059.2670313623,568216.7803491924,310.59045309788337,275,1:36:46
7.8%,387500,1549.9999999909949,-3487231.2591491584,569397.218319755,311.23568705930506,275,1:36:43
7.8%,390000,1559.9999999907584,-3485127.814372681,568100.6197640734,310.52695907586224,275,1:36:39
7.8%,392500,1569.999999990522,-3488000.818020299,567182.7627066453,310.0252533022832,275,1:36:37
7.9%,395000,1579.9999999902855,-3485597.0118237175,569197.6314017656,311.12659173964084,275,1:36:33
8.0%,397500,1589.999999990049,-3489648.8005587664,571291.4942105978,312.27110879899334,275,1:36:31
8.0%,400000,1599.9999999898125,-3488254.7385478634,569882.6823602696,311.5010444044603,275,1:36:28
8.1%,402500,1609.999999989576,-3484971.0587626807,568184.044526068,310.5725595148559,275,1:36:25
8.1%,405000,1619.9999999893396,-3486012.4093759116,569099.2593051677,311.0728210044018,275,1:36:21
8.2%,407500,1629.9999999891031,-3487974.5675364565,569364.6191369533,311.2178681646381,275,1:36:19
8.2%,410000,1639.9999999888666,-3486799.876885768,569715.7954437138,311.40982308748806,275,1:36:16
8.2%,412500,1649.9999999886302,-3488530.8676074427,569492.1553841284,311.28758018682123,275,1:36:13
8.3%,415000,1659.9999999883937,-3487036.10442687,569771.8968081682,311.4404884053876,275,1:36:09
8.3%,417500,1669.9999999881572,-3488542.4265887197,569592.3832339661,311.3423652871046,275,1:36:06
8.4%,420000,1679.9999999879208,-3485894.4174585734,569481.2587146866,311.28162400668674,275,1:36:03
8.4%,422500,1689.9999999876843,-3486703.6299329195,568514.5430016597,310.7532118201594,275,1:36:00
8.5%,425000,1699.9999999874478,-3487367.0037660375,569878.8634145138,311.49895694746556,275,1:35:57
8.6%,427500,1709.9999999872114,-3490308.7567422334,569562.2551968477,311.3258971344151,275,1:35:53
8.6%,430000,1719.999999986975,-3486350.4048623387,569122.5943399272,311.0855760642129,275,1:35:51
8.7%,432500,1729.9999999867384,-3484250.4884016197,569118.6328731093,311.0834107044128,275,1:35:47
8.7%,435000,1739.999999986502,-3488740.0275534373,571848.3289018235,312.57547773885835,275,1:35:45
8.8%,437500,1749.9999999862655,-3487539.2956680097,570757.6154471121,311.97928769693357,275,1:35:42
8.8%,440000,1759.999999986029,-3489544.2341093123,569363.2895434725,311.217141401445,275,1:35:38
8.8%,442500,1769.9999999857926,-3485782.2205409165,570470.2709538373,311.82222359842774,275,1:35:35
8.9%,445000,1779.999999985556,-3486257.5408207886,569331.8447389344,311.19995349635883,275,1:35:33
8.9%,447500,1789.9999999853196,-3486644.80266623,568878.5424708005,310.95217595490095,275,1:35:29
9.0%,450000,1799.9999999850832,-3485956.1406205017,565454.7907623292,309.08073422490617,275,1:35:26
9.1%,452500,1809.9999999848467,-3484751.1727325097,568983.5783790706,311.0095891666704,275,1:35:22
9.1%,455000,1819.9999999846102,-3481866.310410248,569114.9236125756,311.08138320197065,275,1:35:19
9.2%,457500,1829.9999999843737,-3483635.055052614,567317.1346441628,310.0987017508341,275,1:35:16
9.2%,460000,1839.9999999841373,-3487688.4272913374,568043.4263592102,310.4956968426002,275,1:35:12
9.2%,462500,1849.9999999839008,-3487943.2799526956,568380.4352779922,310.6799077923687,275,1:35:09
9.3%,465000,1859.9999999836643,-3487673.9218218606,569653.6375543056,311.3758472393566,275,1:35:06
9.3%,467500,1869.9999999834279,-3486617.3534704875,569089.4491090638,311.0674586966378,275,1:35:03
9.4%,470000,1879.9999999831914,-3486524.7471006177,570023.3955575179,311.57795902085604,275,1:35:00
9.4%,472500,1889.999999982955,-3486817.6133974977,568314.8420035681,310.64405414367667,275,1:34:57
9.5%,475000,1899.9999999827185,-3489306.522523815,570881.666831789,312.04709487388897,275,1:34:54
9.6%,477500,1909.999999982482,-3485816.003088657,569643.7793948274,311.37045871454546,275,1:34:51
9.6%,480000,1919.9999999822455,-3488757.2755548935,570072.3803003496,311.6047343537873,275,1:34:48
9.7%,482500,1929.999999982009,-3489146.9535840247,568927.617943656,310.979000881368,275,1:34:45
9.7%,485000,1939.9999999817726,-3485615.9430839363,569432.1749631164,311.25479455502824,275,1:34:41
9.8%,487500,1949.9999999815361,-3486939.376775844,569080.1932515088,311.0623993934084,275,1:34:38
9.8%,490000,1959.9999999812997,-3487270.8896641433,566634.2540771201,309.7254354340611,275,1:34:35
9.8%,492500,1969.9999999810632,-3489836.6856011283,568521.3432691251,310.7569288841854,275,1:34:32
9.9%,495000,1979.9999999808267,-3489686.4627618846,570278.2486078123,311.71726311588066,275,1:34:29
9.9%,497500,1989.9999999805902,-3490371.7597021163,569318.0145256786,311.1923938248564,275,1:34:26
10.0%,500000,1999.9999999803538,-3489246.9195091277,568112.0813717209,310.5332240543627,275,1:34:23
10.1%,502500,2009.9999999801173,-3485539.556404343,568434.2929676173,310.7093467051252,275,1:34:21
10.1%,505000,2019.9999999798808,-3482988.8089446146,570205.1911079182,311.67732948002356,275,1:34:17
10.2%,507500,2029.9999999796444,-3484904.415695237,570076.4631929094,311.60696608557345,275,1:34:14
10.2%,510000,2039.999999979408,-3487580.581884112,569745.0148740544,311.4257945906583,275,1:34:11
10.2%,512500,2049.9999999791717,-3484668.9136747755,570082.6522941947,311.6103490827656,275,1:34:08
10.3%,515000,2059.999999978935,-3485372.5654047336,569030.0632578807,311.0349980600209,275,1:34:04
10.3%,517500,2069.9999999786987,-3487416.3719791565,566041.0867315115,309.4012068631938,275,1:34:01
10.4%,520000,2079.9999999784623,-3487748.6235717386,569026.0260315512,311.0327912896503,275,1:33:58
10.4%,522500,2089.999999978226,-3485722.163803106,570616.8798660231,311.9023608454059,275,1:33:54
10.5%,525000,2099.9999999779893,-3488591.9775144868,568760.811438525,310.88782351772784,275,1:33:51
10.6%,527500,2109.999999977753,-3487384.441419821,568218.0673517082,310.59115658061796,275,1:33:47
10.6%,530000,2119.9999999775164,-3487356.332280187,570912.4942841006,312.063945330814,275,1:33:44
10.7%,532500,2129.99999997728,-3486861.977192614,567994.6320348866,310.4690255934848,275,1:33:41
10.7%,535000,2139.9999999770434,-3486261.8439158034,568831.756691182,310.92660258749476,275,1:33:38
10.8%,537500,2149.999999976807,-3483195.437484095,569828.7577682268,311.4715689224701,275,1:33:35
10.8%,540000,2159.9999999765705,-3485806.040018609,567275.2028079191,310.07578157587875,275,1:33:32
10.8%,542500,2169.999999976334,-3487789.386822205,570069.3094098724,311.6030557879693,275,1:33:29
10.9%,545000,2179.9999999760976,-3490774.684337968,568101.758853391,310.52758170842,275,1:33:25
10.9%,547500,2189.999999975861,-3490455.534406094,568055.8753578597,310.50250153451515,275,1:33:23
11.0%,550000,2199.9999999756246,-3488759.579932997,567878.2897297518,310.4054322422922,275,1:33:20
11.1%,552500,2209.999999975388,-3487547.608599879,566165.1472660209,309.4690190414986,275,1:33:17
11.1%,555000,2219.9999999751517,-3488343.901017256,569454.5908832991,311.2670472216987,275,1:33:13
11.2%,557500,2229.999999974915,-3488245.1904697567,571077.0131214384,312.1538722425122,275,1:33:10
11.2%,560000,2239.9999999746788,-3488729.989417104,569313.4842265401,311.1899175381455,275,1:33:07
11.2%,562500,2249.9999999744423,-3487340.067060359,568646.6289235067,310.82541071982774,275,1:33:04
11.3%,565000,2259.999999974206,-3484192.366187053,570017.1853898439,311.5745645086586,275,1:33:02
11.3%,567500,2269.9999999739694,-3489267.7284336537,569546.069334814,311.31704985218636,275,1:32:58
11.4%,570000,2279.999999973733,-3482542.8154651765,569878.6186780476,311.4988231731517,275,1:32:55
11.4%,572500,2289.9999999734964,-3488207.2811606266,568717.1225211173,310.86394291243374,275,1:32:52
11.5%,575000,2299.99999997326,-3484222.3725814614,567617.9181901373,310.2631117103062,275,1:32:49
11.6%,577500,2309.9999999730235,-3485852.801724607,569950.9395869622,311.53835418428173,275,1:32:46
11.6%,580000,2319.999999972787,-3486669.0046731737,570856.7541284595,312.0334774516611,275,1:32:42
11.7%,582500,2329.9999999725505,-3487453.4148129895,569030.7338721044,311.03536462148617,275,1:32:39
11.7%,585000,2339.999999972314,-3489128.245334383,570453.8169521615,311.813229749579,275,1:32:36
11.8%,587500,2349.9999999720776,-3487638.448880287,570171.4272366496,311.6588739601616,275,1:32:33
11.8%,590000,2359.999999971841,-3487947.760733366,569198.7781240385,311.12721854441435,275,1:32:30
11.8%,592500,2369.9999999716047,-3482888.522585906,568538.5110494733,310.7663128884272,275,1:32:27
11.9%,595000,2379.999999971368,-3485456.139833398,570899.9520355109,312.05708966796306,275,1:32:24
11.9%,597500,2389.9999999711317,-3486231.7743727826,568628.4493936743,310.8154736876896,275,1:32:21
12.0%,600000,2399.9999999708953,-3487843.7382165957,568974.2467352753,311.00448843826047,275,1:32:18
12.1%,602500,2409.999999970659,-3486636.1033587623,569738.7012324678,311.4223435190446,275,1:32:14
12.1%,605000,2419.9999999704223,-3487359.4415350743,569572.311888586,311.33139417806404,275,1:32:11
12.2%,607500,2429.999999970186,-3486161.9840047266,568410.8663044441,310.6965415607135,275,1:32:08
12.2%,610000,2439.9999999699494,-3490503.1891629845,568526.678107823,310.7598449366952,275,1:32:05
12.2%,612500,2449.999999969713,-3488568.700292008,569939.4384366763,311.5320675915552,275,1:32:02
12.3%,615000,2459.9999999694764,-3489779.5138129797,570955.2478058382,312.0873146436313,275,1:31:59
12.3%,617500,2469.99999996924,-3485313.929497972,569084.4861089543,311.06474589316906,275,1:31:56
12.4%,620000,2479.9999999690035,-3486024.878991468,570581.9393774573,311.8832621799838,275,1:31:53
12.4%,622500,2489.999999968767,-3485062.7075177357,567379.4415057087,310.1327590279647,275,1:31:50
12.5%,625000,2499.9999999685306,-3489422.637954047,568896.1972663172,310.96182616434305,275,1:31:47
12.6%,627500,2509.999999968294,-3486523.5440974683,570258.5706991663,311.70650706154754,274,1:31:45
12.6%,630000,2519.9999999680576,-3489513.2327969503,570283.4356667205,311.7200983911352,274,1:31:42
12.7%,632500,2529.999999967821,-3485744.5856547523,569820.2971161801,311.46694428299526,274,1:31:38
12.7%,635000,2539.9999999675847,-3485890.248289317,567877.6904372753,310.4051046656907,274,1:31:35
12.8%,637500,2549.9999999673482,-3486400.312449565,570058.6814444142,311.59724648292706,274,1:31:32
12.8%,640000,2559.9999999671118,-3484486.6867900044,567284.0435787346,310.08061399038723,274,1:31:29
12.8%,642500,2569.9999999668753,-3488073.8505783323,569823.3339106267,311.4686042117333,274,1:31:26
12.9%,645000,2579.999999966639,-3488044.755494047,570489.9767171721,311.8329948782886,274,1:31:23
12.9%,647500,2589.9999999664024,-3483528.3691748753,569697.8784492707,311.4000295586542,275,1:31:19
13.0%,650000,2599.999999966166,-3488067.8776822276,569216.950126014,311.137151461784,275,1:31:16
13.1%,652500,2609.9999999659294,-3485187.1028459333,569530.0080070371,311.3082706410752,275,1:31:13
13.1%,655000,2619.999999965693,-3487618.430803938,570131.0498806124,311.63680347273464,275,1:31:10
13.2%,657500,2629.9999999654565,-3488907.933960488,569600.3406469286,311.3467148532966,275,1:31:06
13.2%,660000,2639.99999996522,-3489205.07935768,571376.0212668416,312.3173117581556,275,1:31:03
13.2%,662500,2649.9999999649835,-3488335.003055854,567543.4657823952,310.22241561005967,275,1:31:00
13.3%,665000,2659.999999964747,-3483843.2502770983,568201.4889480856,310.5820947329731,275,1:30:57
13.3%,667500,2669.9999999645106,-3485551.1530491486,569336.7911087604,311.20265720962203,274,1:30:54
13.4%,670000,2679.999999964274,-3485676.188397661,569941.0861241871,311.53296822671456,274,1:30:51
13.4%,672500,2689.9999999640377,-3486245.0683127735,568931.2045585777,310.98096134503635,274,1:30:48
13.5%,675000,2699.999999963801,-3483890.987619698,570255.2553825275,311.70469489102993,275,1:30:45
13.6%,677500,2709.9999999635647,-3488739.9708073568,571335.537117382,312.2951828968499,275,1:30:41
13.6%,680000,2719.9999999633283,-3484709.6724990737,569413.6428906007,311.24466482109824,275,1:30:38
13.7%,682500,2729.999999963092,-3484951.5610325057,568736.6325657901,310.8746072113852,275,1:30:35
13.7%,685000,2739.9999999628553,-3484445.2137852684,569211.5220355446,311.13418443733724,274,1:30:32
13.8%,687500,2749.999999962619,-3487520.84096347,569850.0741193453,311.4832205585732,274,1:30:30
13.8%,690000,2759.9999999623824,-3489346.060648827,568762.8934220875,310.8889615415251,274,1:30:26
13.8%,692500,2769.999999962146,-3488126.909824997,569652.2631177694,311.3750959647,275,1:30:23
13.9%,695000,2779.9999999619095,-3487431.0154309925,570282.2067218383,311.71942664302605,275,1:30:20
13.9%,697500,2789.999999961673,-3485862.6476818547,567634.771921729,310.2723240537506,275,1:30:16
14.0%,700000,2799.9999999614365,-3487056.0141296983,567455.0697533941,310.1740978488654,275,1:30:13
14.1%,702500,2809.9999999612,-3488173.394090779,570715.589501577,311.95631608131595,274,1:30:10
14.1%,705000,2819.9999999609636,-3487877.085311312,569192.2953307785,311.123675013555,274,1:30:07
14.2%,707500,2829.999999960727,-3485312.617328843,571298.5256635427,312.27495223028853,274,1:30:04
14.2%,710000,2839.9999999604906,-3489326.341841737,568906.8613949359,310.96765523637,274,1:30:01
14.2%,712500,2849.999999960254,-3486467.714808371,568176.4636846147,310.56841578474575,274,1:29:58
14.3%,715000,2859.9999999600177,-3485167.850478247,568914.6070127583,310.97188903416014,274,1:29:55
14.3%,717500,2869.9999999597812,-3483411.985414056,571115.7862420318,312.1750658459213,274,1:29:52
14.4%,720000,2879.9999999595448,-3485258.4825558104,570281.2306786631,311.71889313239683,274,1:29:49
14.4%,722500,2889.9999999593083,-3489024.1852591354,568067.79106615,310.509014726953,274,1:29:46
14.5%,725000,2899.999999959072,-3487678.4157407936,568745.7555442274,310.87959388214966,274,1:29:43
14.6%,727500,2909.9999999588354,-3486954.890789071,568799.3528705643,310.9088904788844,274,1:29:39
14.6%,730000,2919.999999958599,-3487798.9282559454,570548.7541670417,311.86512295936313,274,1:29:36
14.7%,732500,2929.9999999583624,-3485319.3350922223,569483.2734220088,311.2827252569168,274,1:29:34
14.7%,735000,2939.999999958126,-3485253.5965983253,567932.8552221754,310.4352580439958,274,1:29:30
14.8%,737500,2949.9999999578895,-3485011.1943949834,568639.5723717136,310.82155356936244,274,1:29:27
14.8%,740000,2959.999999957653,-3484087.4874018114,569731.9664560372,311.41866225278255,274,1:29:24
14.8%,742500,2969.9999999574165,-3486274.27706242,568799.0743430933,310.90873823421936,274,1:29:21
14.9%,745000,2979.99999995718,-3488667.7611992545,570448.778557342,311.81047573494243,274,1:29:18
14.9%,747500,2989.9999999569436,-3486240.0208802223,567645.1387859955,310.277990639429,274,1:29:15
15.0%,750000,2999.999999956707,-3487207.043734316,567631.5753553098,310.27057679276356,274,1:29:11
15.1%,752500,3009.9999999564707,-3483865.792619901,568884.8680419513,310.9556335472808,274,1:29:09
15.1%,755000,3019.999999956234,-3487474.786281662,567624.019279039,310.2664465994399,274,1:29:05
15.2%,757500,3029.9999999559977,-3489477.8149202205,570212.6024269029,311.6813805482094,274,1:29:02
15.2%,760000,3039.9999999557613,-3489329.7487452477,568695.483664028,310.85211499277295,274,1:28:59
15.2%,762500,3049.999999955525,-3489579.0628747065,569403.0515132244,311.2388755153051,274,1:28:56
15.3%,765000,3059.9999999552883,-3486324.127053758,570642.4291451729,311.91632622351847,274,1:28:52
15.3%,767500,3069.999999955052,-3484761.0410519354,568644.8445118469,310.8244353504879,274,1:28:49
15.4%,770000,3079.9999999548154,-3484973.9188285805,571336.4204571252,312.29566573526745,274,1:28:46
15.4%,772500,3089.999999954579,-3486494.7450214475,569096.5341859059,311.0713314390536,274,1:28:43
15.5%,775000,3099.9999999543425,-3486865.532600777,569092.750645188,311.0692633346496,274,1:28:40
15.6%,777500,3109.999999954106,-3486837.5605079234,566532.3435650049,309.6697305812163,274,1:28:37
15.6%,780000,3119.9999999538695,-3486389.6133216023,570654.7042143735,311.92303584462906,274,1:28:34
15.7%,782500,3129.999999953633,-3486015.7113767546,568529.713633945,310.7615041721599,274,1:28:31
15.7%,785000,3139.9999999533966,-3486454.008530859,569442.2658192255,311.26031027311234,274,1:28:28
15.8%,787500,3149.99999995316,-3486497.5110770017,568402.4255129558,310.6919277771303,274,1:28:24
15.8%,790000,3159.9999999529236,-3486558.1066797376,568753.7059816443,310.88393963546963,274,1:28:21
15.8%,792500,3169.999999952687,-3483875.6088237483,567575.9694165111,310.2401822772834,274,1:28:18
15.9%,795000,3179.9999999524507,-3487933.273028521,570748.8954481209,311.97452129697604,274,1:28:15
15.9%,797500,3189.9999999522142,-3486459.3510458656,568812.9682160681,310.9163327024782,274,1:28:12
16.0%,800000,3199.9999999519778,-3485000.5894956198,569126.8669356974,311.0879114888291,274,1:28:09
16.1%,802500,3209.9999999517413,-3483322.8561447803,568132.0336850224,310.5441300998069,274,1:28:06
16.1%,805000,3219.999999951505,-3486294.3700215872,568912.913281812,310.9709632314028,274,1:28:02
16.1%,807500,3229.9999999512684,-3485568.9903136715,567952.4781891932,310.4459840669292,274,1:27:59
16.2%,810000,3239.999999951032,-3490817.8370227106,568159.028945919,310.5588858595862,274,1:27:56
16.2%,812500,3249.9999999507954,-3488509.722032683,568073.83701747,310.5123194775779,274,1:27:53
16.3%,815000,3259.999999950559,-3483637.136180518,568907.6195817674,310.9680696655098,274,1:27:50
16.4%,817500,3269.9999999503225,-3485084.8593115285,566781.0607783321,309.80568079362126,274,1:27:47
16.4%,820000,3279.999999950086,-3486447.7694416083,570383.6345772038,311.77486767300644,274,1:27:44
16.4%,822500,3289.9999999498496,-3486184.315943025,568451.8000497059,310.7189161735858,274,1:27:41
16.5%,825000,3299.999999949613,-3488248.751871718,571012.4867465775,312.11860176705653,274,1:27:38
16.6%,827500,3309.9999999493766,-3486731.245121235,569341.2479779837,311.20509335913283,274,1:27:35
16.6%,830000,3319.99999994914,-3486786.497844154,568850.62460222,310.93691589262926,274,1:27:31
16.6%,832500,3329.9999999489037,-3487457.26533868,570468.9655039919,311.8215100322802,274,1:27:28
16.7%,835000,3339.999999948667,-3486548.1545198224,568033.8008777268,310.4904355008754,274,1:27:25
16.8%,837500,3349.9999999484307,-3488083.4015847333,568220.7872460298,310.59264328998484,274,1:27:22
16.8%,840000,3359.9999999481943,-3489225.1095878724,570138.0985083503,311.64065629186734,274,1:27:19
16.9%,842500,3369.999999947958,-3488906.5800367836,570376.5617560023,311.771001629592,274,1:27:16
