#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
3.0%,152500,610.0000000014564,-3525040.630640365,576306.5865477569,311.6008990610372,0,--
3.1%,155000,620.0000000015042,-3528367.9158638753,575209.1644016721,311.00753827816294,273,1:42:12
3.1%,157500,630.0000000015519,-3523565.674526291,576737.0983947654,311.83367078656585,272,1:42:23
3.2%,160000,640.0000000015997,-3525053.958836574,576409.0464753965,311.65629770876296,272,1:42:28
3.2%,162500,650.0000000016474,-3522552.709270891,576544.6225100092,311.7296017716742,272,1:42:25
3.3%,165000,660.0000000016952,-3527748.3064444065,573947.1064437623,310.3251612178771,272,1:42:15
3.4%,167500,670.0000000017429,-3528943.9739308376,576860.9595681116,311.9006407880795,273,1:41:55
3.4%,170000,680.0000000017907,-3525740.134337822,575567.9751323606,311.20154221440987,273,1:41:45
3.5%,172500,690.0000000018384,-3526204.725152569,576326.4260801693,311.6116260183216,274,1:41:36
3.5%,175000,700.0000000018862,-3526338.195408754,574310.9646260015,310.5218942404782,273,1:41:37
3.5%,177500,710.0000000019339,-3524916.016983999,574652.0252963181,310.70630096770583,274,1:41:33
3.6%,180000,720.0000000019817,-3525008.135204792,575946.6551761848,311.40628920996124,273,1:41:33
3.6%,182500,730.0000000020294,-3525859.1143360287,575354.6362453077,311.086192866403,274,1:41:26
3.7%,185000,740.0000000020772,-3529685.5284688156,573973.420346295,310.33938877639963,274,1:41:23
3.8%,187500,750.0000000021249,-3526680.8509105314,576279.3113790997,311.5861517593856,274,1:41:20
3.8%,190000,760.0000000021727,-3526534.4758435637,573523.389145506,310.09606320968794,273,1:41:21
3.9%,192500,770.0000000022204,-3527726.042419046,576815.6808643725,311.8761592271834,273,1:41:18
3.9%,195000,780.0000000022682,-3524838.8237806987,577753.6336347621,312.38329715229537,273,1:41:16
4.0%,197500,790.0000000023159,-3524188.612229444,575360.540570141,311.0893852521389,273,1:41:09
4.0%,200000,800.0000000023637,-3529728.1191172227,577282.3385785818,312.1284745168149,274,1:41:03
4.0%,202500,810.0000000024114,-3529059.269189479,575417.1362242536,311.1199857295863,274,1:40:58
4.1%,205000,820.0000000024592,-3525523.760881204,572670.2325998361,309.6347734155472,273,1:40:59
4.2%,207500,830.0000000025069,-3529537.7914572638,576189.5536991843,311.53762103908474,273,1:40:58
4.2%,210000,840.0000000025547,-3526361.2155761905,572683.0477049843,309.64170236340067,273,1:40:53
4.2%,212500,850.0000000026024,-3522956.9093044717,575719.7698568695,311.2836154957739,273,1:40:52
4.3%,215000,860.0000000026502,-3527649.4013968725,575708.1019746547,311.2773068352916,273,1:40:48
4.3%,217500,870.0000000026979,-3527667.72035964,575236.7797957917,311.0224695349566,273,1:40:49
4.4%,220000,880.0000000027457,-3525690.4806455653,574243.6576203451,310.48550228528427,273,1:40:44
4.5%,222500,890.0000000027934,-3527515.3177222237,575515.9153333374,311.17339421027594,273,1:40:43
4.5%,225000,900.0000000028411,-3527007.0509726796,576982.657023987,311.9664408978637,273,1:40:41
4.5%,227500,910.0000000028889,-3525945.170546878,575755.5400992043,311.30295596477316,273,1:40:39
4.6%,230000,920.0000000029366,-3527204.568215253,576760.2039906636,311.8461636586296,273,1:40:33
