#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
4.8%,240000,960.0000000031276,-3514919.218474943,572404.295103208,310.2462234929051,112,4:05:08
4.8%,242500,970.0000000031754,-3518904.4433197826,573862.1302284909,311.0363780147414,112,4:05:01
4.9%,245000,980.0000000032231,-3519233.1627264284,573675.6747294513,310.93531812591556,112,4:04:55
5.0%,247500,990.0000000032709,-3518847.2205875237,573319.1978976431,310.7421057552585,112,4:04:49
5.0%,250000,1000.0000000033186,-3518078.075707298,574204.3640365484,311.22187058949976,112,4:04:40
5.0%,252500,1010.0000000033664,-3518368.7109784745,575963.8301059266,312.1755107142477,112,4:04:37
5.1%,255000,1020.0000000034141,-3518037.359880533,574698.9195687198,311.4899223624796,112,4:04:30
5.2%,257500,1030.0000000032912,-3515404.203283619,574409.0987423094,311.3328379072219,112,4:04:20
5.2%,260000,1040.0000000030548,-3519595.7990051415,574595.867043582,311.4340673365496,112,4:04:13
5.2%,262500,1050.0000000028183,-3516117.9200455956,572894.358212101,310.51184034817317,112,4:04:05
5.3%,265000,1060.0000000025818,-3517401.405605452,572052.3874883922,310.055487662568,112,4:03:57
5.3%,267500,1070.0000000023454,-3517775.5264041144,574000.2072823666,311.11121652465897,112,4:03:50
5.4%,270000,1080.000000002109,-3519927.5716148037,574746.8700109335,311.51591176147406,112,4:03:42
5.5%,272500,1090.0000000018724,-3517738.8870803434,572169.7036916021,310.11907367915063,112,4:03:34
5.5%,275000,1100.000000001636,-3516322.0131626576,573778.4522485104,310.9910240970637,112,4:03:28
5.5%,277500,1110.0000000013995,-3517466.569685273,575033.1728266325,311.67108943590085,112,4:03:18
5.6%,280000,1120.000000001163,-3517856.600050213,573745.2407029057,310.9730232597388,112,4:03:10
5.7%,282500,1130.0000000009265,-3522197.6471178737,572137.3631578034,310.101544934935,112,4:03:03
5.7%,285000,1140.00000000069,-3524278.1933797617,573219.9928148827,310.6883360639039,112,4:02:56
5.8%,287500,1150.0000000004536,-3519379.0033666734,574115.9942864808,311.17397370706186,112,4:02:47
5.8%,290000,1160.0000000002171,-3518970.444930842,574240.5966468381,311.2415088602217,112,4:02:39
5.8%,292500,1169.9999999999807,-3519580.5422722083,572600.4895467699,310.3525619423298,112,4:02:30
5.9%,295000,1179.9999999997442,-3516339.026570538,573747.7567460855,310.9743869687489,112,4:02:22
6.0%,297500,1189.9999999995077,-3516161.527569765,572467.6878514304,310.2805827052679,112,4:02:14
6.0%,300000,1199.9999999992713,-3520082.431131318,575260.0252451324,311.79404467353953,112,4:02:07
6.0%,302500,1209.9999999990348,-3515710.3137434144,574532.8172271266,311.3998939950591,112,4:02:00
6.1%,305000,1219.9999999987983,-3518964.224302659,574828.5847507557,311.5602015923688,112,4:01:52
6.2%,307500,1229.9999999985619,-3520361.1047384255,574216.4461331166,311.2284191511793,112,4:01:44
6.2%,310000,1239.9999999983254,-3517806.223971911,572954.7172161099,310.5445552547658,112,4:01:37
6.2%,312500,1249.999999998089,-3519161.2354286704,572481.6617477477,310.2881566326423,112,4:01:29
6.3%,315000,1259.9999999978525,-3518250.7413601484,573181.0305873884,310.66721832589536,112,4:01:21
6.3%,317500,1269.999999997616,-3518663.6078441627,576304.1782348917,312.3599812407403,112,4:01:12
6.4%,320000,1279.9999999973795,-3518122.8005226925,573515.9452151468,310.8487438653496,112,4:01:04
6.5%,322500,1289.999999997143,-3516366.1340495255,574392.7675480873,311.3239863116349,112,4:00:57
6.5%,325000,1299.9999999969066,-3520279.603186872,575034.2204050492,311.671657229068,112,4:00:50
6.5%,327500,1309.99999999667,-3519283.264641322,573760.6864658119,310.9813949467642,112,4:00:42
6.6%,330000,1319.9999999964336,-3518229.7646318637,573850.9440235347,311.0303150311604,112,4:00:34
6.7%,332500,1329.9999999961972,-3521055.105480863,573984.6447688631,311.10278155817844,112,4:00:27
6.7%,335000,1339.9999999959607,-3521250.8068210594,575209.7969684831,311.76682067596244,112,4:00:19
6.8%,337500,1349.9999999957242,-3516472.5261253044,575369.5573715229,311.85341167839,112,4:00:11
6.8%,340000,1359.9999999954878,-3519738.25735138,573331.329951555,310.7486813940886,112,4:00:04
6.8%,342500,1369.9999999952513,-3517311.59861519,574342.8702303688,311.29694169558815,112,3:59:56
6.9%,345000,1379.9999999950148,-3518958.0794631876,575522.8746200013,311.9365104562008,112,3:59:48
7.0%,347500,1389.9999999947784,-3517990.3772024866,575551.0665835524,311.9517906529069,112,3:59:40
7.0%,350000,1399.999999994542,-3520742.366750907,573860.560521726,311.03552722518583,112,3:59:32
7.0%,352500,1409.9999999943054,-3519567.018441558,570558.8991302989,309.24600889573674,112,3:59:24
7.1%,355000,1419.999999994069,-3520426.684000062,572341.1683797005,310.2120084673764,112,3:59:16
7.2%,357500,1429.9999999938325,-3519450.0109686125,573058.0872437533,310.6005823687708,112,3:59:09
7.2%,360000,1439.999999993596,-3516162.1511851773,572890.042278279,310.50950108870114,112,3:59:01
7.2%,362500,1449.9999999933596,-3516705.8443350308,571673.8271577158,309.85030591609734,112,3:58:53
7.3%,365000,1459.999999993123,-3521363.6157843247,574554.6845423162,311.41174619814973,112,3:58:44
7.3%,367500,1469.9999999928866,-3516806.551859159,576844.011925577,312.6525740204977,112,3:58:37
7.4%,370000,1479.9999999926501,-3521049.5195790045,574596.0256284168,311.4341532903877,112,3:58:29
7.5%,372500,1489.9999999924137,-3514450.9713174626,573394.3078324331,310.7828157461072,112,3:58:21
7.5%,375000,1499.9999999921772,-3517156.5819271393,573153.606619298,310.6523543868823,112,3:58:13
7.5%,377500,1509.9999999919407,-3518726.1051979363,572192.7313052912,310.13155477030284,112,3:58:06
7.6%,380000,1519.9999999917043,-3520260.0634548627,572747.546353837,310.43226752703947,112,3:57:58
7.7%,382500,1529.9999999914678,-3518872.5245095864,574712.0973628559,311.49706479816655,112,3:57:50
7.7%,385000,1539.9999999912313,-3518796.5631333105,572860.8732430004,310.49369131383474,112,3:57:42
7.8%,387500,1549.9999999909949,-3520350.85534293,575311.0423036499,311.8216961951549,112,3:57:34
7.8%,390000,1559.9999999907584,-3518873.0115263425,575138.4124280884,311.7281298690229,112,3:57:26
7.8%,392500,1569.999999990522,-3516738.986362515,573336.6586064489,310.75156955385825,112,3:57:19
7.9%,395000,1579.9999999902855,-3517800.402332131,570952.1273529169,309.4591407189633,112,3:57:11
8.0%,397500,1589.999999990049,-3517427.1443042606,574559.8470620571,311.414544311768,112,3:57:03
8.0%,400000,1599.9999999898125,-3518068.803326145,574295.3269302954,311.27117296983545,112,3:56:55
8.1%,402500,1609.999999989576,-3521122.7637592442,572869.1436262232,310.49817390626754,112,3:56:48
8.1%,405000,1619.9999999893396,-3520678.2995923534,573221.3565202141,310.68907519956844,112,3:56:40
8.2%,407500,1629.9999999891031,-3514690.3383884244,574071.4667823954,311.14983955904404,112,3:56:32
8.2%,410000,1639.9999999888666,-3521484.031902196,575788.7270396496,312.0806039053729,112,3:56:25
8.2%,412500,1649.9999999886302,-3519526.9304839447,574681.2099311324,311.48032364313394,112,3:56:17
8.3%,415000,1659.9999999883937,-3517342.8445809726,574616.8978932269,311.44546617079146,112,3:56:09
8.3%,417500,1669.9999999881572,-3518146.304990817,573763.0500977961,310.9826760480821,112,3:56:01
8.4%,420000,1679.9999999879208,-3518351.812479388,574228.4956350862,311.23495004641023,112,3:55:53
8.4%,422500,1689.9999999876843,-3518789.891554145,573718.4712235506,310.9585140571597,112,3:55:46
8.5%,425000,1699.9999999874478,-3518323.8131057043,574647.775070872,311.462201768058,112,3:55:38
8.6%,427500,1709.9999999872114,-3517853.7679284904,572919.5076969804,310.5254715049855,112,3:55:30
8.6%,430000,1719.999999986975,-3519576.9972104114,573949.6869044916,311.0838342066379,112,3:55:22
8.7%,432500,1729.9999999867384,-3516432.949164083,574295.9115209752,311.27148982114534,112,3:55:15
8.7%,435000,1739.999999986502,-3516929.115614185,574886.216013778,311.59143804859525,112,3:55:07
8.8%,437500,1749.9999999862655,-3521300.7526734844,574676.1493926136,311.4775808038895,112,3:54:59
8.8%,440000,1759.999999986029,-3515368.28131387,573348.6153274099,310.7580501612808,112,3:54:52
8.8%,442500,1769.9999999857926,-3521173.846363386,574080.2064231022,311.1545764915709,112,3:54:44
8.9%,445000,1779.999999985556,-3519197.9682346024,574150.6142100397,311.1927378928544,112,3:54:36
8.9%,447500,1789.9999999853196,-3522002.3046461735,572516.0527264348,310.3067967290762,112,3:54:28
9.0%,450000,1799.9999999850832,-3518639.7882732004,573265.4135738075,310.71295436087536,112,3:54:20
9.1%,452500,1809.9999999848467,-3515329.476285642,575200.0602268059,311.7615433093174,112,3:54:13
9.1%,455000,1819.9999999846102,-3518564.989538053,571383.3147523217,309.69284662129047,112,3:54:05
9.2%,457500,1829.9999999843737,-3516417.506217018,573909.7494261223,311.06218787738095,112,3:53:57
9.2%,460000,1839.9999999841373,-3521386.0222070124,574845.3349693733,311.56928030144434,112,3:53:49
9.2%,462500,1849.9999999839008,-3519942.41981709,573815.3720576172,311.01103483326085,112,3:53:41
9.3%,465000,1859.9999999836643,-3517884.448676126,573937.2723575854,311.0771054550772,112,3:53:33
9.3%,467500,1869.9999999834279,-3518872.197175652,574966.6220233096,311.6350185405949,112,3:53:26
9.4%,470000,1879.9999999831914,-3517623.5528023243,575103.7878372867,311.70936315355954,112,3:53:18
9.4%,472500,1889.999999982955,-3521115.7259812,574255.723749791,311.24970783182914,112,3:53:10
9.5%,475000,1899.9999999827185,-3519687.984241979,572859.0467270452,310.4927013323093,112,3:53:02
9.6%,477500,1909.999999982482,-3518593.1029176805,572357.2452982682,310.22072224418355,112,3:52:55
9.6%,480000,1919.9999999822455,-3517908.460101897,573306.7702259506,310.7353698899926,112,3:52:47
9.7%,482500,1929.999999982009,-3519633.918788653,574267.5688081442,311.25612791751433,112,3:52:39
9.7%,485000,1939.9999999817726,-3518261.2801883817,573512.7074947862,310.84698900340476,112,3:52:32
9.8%,487500,1949.9999999815361,-3516808.6470446754,573390.3742399064,310.7806837176849,112,3:52:24
9.8%,490000,1959.9999999812997,-3517558.6699647345,574309.3041398677,311.27874869301195,112,3:52:16
9.8%,492500,1969.9999999810632,-3516804.209472051,573715.738306038,310.9570328010883,112,3:52:09
9.9%,495000,1979.9999999808267,-3519530.9674502667,573920.0438127863,311.0677674906246,112,3:52:01
9.9%,497500,1989.9999999805902,-3517455.6034166217,574395.6503659848,311.3255488145255,112,3:51:53
10.0%,500000,1999.9999999803538,-3516968.7250214126,573869.281639535,311.0402541182019,112,3:51:46
10.1%,502500,2009.9999999801173,-3517920.712131366,575093.3219504736,311.7036905863075,112,3:51:40
10.1%,505000,2019.9999999798808,-3521616.5100333076,576906.998540162,312.6867131062327,112,3:51:32
10.2%,507500,2029.9999999796444,-3520279.760874698,572183.710471288,310.12666542948864,112,3:51:24
10.2%,510000,2039.999999979408,-3518325.597730659,573195.2832943972,310.6749433701724,112,3:51:16
10.2%,512500,2049.9999999791717,-3518265.9745349474,572552.5761881866,310.3265926428636,112,3:51:09
10.3%,515000,2059.999999978935,-3520826.256407045,575016.6151401257,311.66211508027067,112,3:51:01
10.3%,517500,2069.9999999786987,-3520179.549001014,573868.1820918287,311.0396581573988,112,3:50:53
10.4%,520000,2079.9999999784623,-3520484.126148578,575373.8815731148,311.8557554190379,112,3:50:45
10.4%,522500,2089.999999978226,-3518327.628130989,574509.380035079,311.38719091022153,112,3:50:38
10.5%,525000,2099.9999999779893,-3520885.3706801347,575000.9491263165,311.65362401606467,112,3:50:30
10.6%,527500,2109.999999977753,-3519364.745615896,574435.9923390329,311.34741438208596,112,3:50:22
10.6%,530000,2119.9999999775164,-3520232.887968637,574565.2107611897,311.41745146570463,112,3:50:15
10.7%,532500,2129.99999997728,-3520163.8938883506,575218.4167513796,311.77149264490794,112,3:50:06
10.7%,535000,2139.9999999770434,-3518374.515580876,573150.5125277524,310.65067737253185,112,3:49:59
10.8%,537500,2149.999999976807,-3514455.6936900653,574160.5926823755,311.1981462788237,112,3:49:51
10.8%,540000,2159.9999999765705,-3517368.45223332,571158.1933962367,309.57082962884226,112,3:49:44
10.8%,542500,2169.999999976334,-3517842.272080824,574129.481657615,311.181283935156,112,3:49:36
10.9%,545000,2179.9999999760976,-3516775.553057255,573579.96445891,310.88344264168364,112,3:49:28
10.9%,547500,2189.999999975861,-3518003.520561451,574750.6315508483,311.5179505364502,112,3:49:20
11.0%,550000,2199.9999999756246,-3517793.20198163,574705.6999732137,311.4935973783835,112,3:49:12
11.1%,552500,2209.999999975388,-3517431.089650657,573992.1767137711,311.1068639130511,112,3:49:04
11.1%,555000,2219.9999999751517,-3517221.639347136,574282.2469855343,311.264083569039,112,3:48:56
11.2%,557500,2229.999999974915,-3516110.9743484613,575300.5145610576,311.81599010173613,112,3:48:49
11.2%,560000,2239.9999999746788,-3522014.9619790353,572848.2268490157,310.4868368999037,112,3:48:41
11.2%,562500,2249.9999999744423,-3519799.075032769,574536.1423912072,311.4016962519732,112,3:48:33
11.3%,565000,2259.999999974206,-3522904.186190674,573338.8702188353,310.752768259732,112,3:48:25
11.3%,567500,2269.9999999739694,-3517942.6498012803,573965.9373474206,311.09264203458736,112,3:48:18
11.4%,570000,2279.999999973733,-3518421.0916855074,574170.5348847468,311.20353500627607,112,3:48:10
11.4%,572500,2289.9999999734964,-3517767.652325364,575036.4750649089,311.67287926690506,112,3:48:02
11.5%,575000,2299.99999997326,-3517261.6225288007,576114.436551306,312.25714022211895,112,3:47:54
11.6%,577500,2309.9999999730235,-3519317.237787893,574684.7518715794,311.482243394011,112,3:47:46
11.6%,580000,2319.999999972787,-3516061.8141224794,574263.629592054,311.2539928410903,112,3:47:39
11.7%,582500,2329.9999999725505,-3518507.714901384,576380.0144120363,312.40108485887265,112,3:47:31
11.7%,585000,2339.999999972314,-3517829.3178094197,573517.6978313467,310.84969379280807,112,3:47:23
11.8%,587500,2349.9999999720776,-3515235.0816059783,573556.5830231656,310.870769777064,112,3:47:15
11.8%,590000,2359.999999971841,-3517022.848816082,574309.2807863901,311.2787360353009,112,3:47:07
11.8%,592500,2369.9999999716047,-3517093.2478496972,572564.484438431,310.33304697889554,112,3:47:00
11.9%,595000,2379.999999971368,-3518446.62477101,572543.8158905571,310.32184451417294,112,3:46:52
11.9%,597500,2389.9999999711317,-3521320.524932159,574694.2243888143,311.4873775495794,112,3:46:44
12.0%,600000,2399.9999999708953,-3519704.7131378,574778.3564089681,311.5329775594864,112,3:46:37
12.1%,602500,2409.999999970659,-3521016.615784917,576724.3547700278,312.5877191950874,112,3:46:29
12.1%,605000,2419.9999999704223,-3517516.4303515386,574822.9992293312,311.5571742095504,112,3:46:21
12.2%,607500,2429.999999970186,-3517950.8942391146,572083.7480781896,310.0724852718354,112,3:46:13
12.2%,610000,2439.9999999699494,-3520082.4930126853,578259.647045748,313.4198559113469,112,3:46:05
12.2%,612500,2449.999999969713,-3517039.359722819,574337.4958358617,311.2940287447007,112,3:45:58
12.3%,615000,2459.9999999694764,-3516109.3278672975,574163.4034351964,311.1996697220531,112,3:45:50
12.3%,617500,2469.99999996924,-3521138.6731957234,572731.7912694747,310.42372818611204,112,3:45:42
12.4%,620000,2479.9999999690035,-3517342.5483417492,573929.3408857075,311.0728065544262,112,3:45:35
12.4%,622500,2489.999999968767,-3521703.780568367,572792.6538277033,310.456716021815,112,3:45:27
12.5%,625000,2499.9999999685306,-3518734.9628706034,577354.3102088554,312.9291584497139,112,3:45:19
12.6%,627500,2509.999999968294,-3518209.9931177814,576201.7166193165,312.3044464909888,112,3:45:11
12.6%,630000,2519.9999999680576,-3518861.4449013807,575166.4689591122,311.7433366605667,112,3:45:04
12.7%,632500,2529.999999967821,-3519663.587995136,572566.9757189363,310.33439726640216,112,3:44:56
12.7%,635000,2539.9999999675847,-3516121.525028033,572841.5102484147,310.4831964660548,112,3:44:49
12.8%,637500,2549.9999999673482,-3519692.325643979,574219.2949221684,311.2299632102515,112,3:44:41
12.8%,640000,2559.9999999671118,-3519801.5302251186,574357.817954856,311.3050434430971,112,3:44:33
12.8%,642500,2569.9999999668753,-3520289.0712490343,573844.8835794658,311.02703023770033,112,3:44:25
12.9%,645000,2579.999999966639,-3515487.6046717055,574524.0688176086,311.3951523097892,112,3:44:18
12.9%,647500,2589.9999999664024,-3521582.0354498588,574614.1814883146,311.44399386463874,112,3:44:10
13.0%,650000,2599.999999966166,-3520844.895342365,573694.657288509,310.945606775582,112,3:44:02
13.1%,652500,2609.9999999659294,-3518350.530148469,574670.1364998396,311.47432178348845,112,3:43:54
13.1%,655000,2619.999999965693,-3522157.5539277717,574824.2004280698,311.55782526576274,112,3:43:47
13.2%,657500,2629.9999999654565,-3519425.5344921574,573504.8916969843,310.8427527987285,112,3:43:39
13.2%,660000,2639.99999996522,-3519061.092456119,576270.9102331803,312.34194980390015,112,3:43:31
13.2%,662500,2649.9999999649835,-3519046.8875545524,574129.9088083014,311.181515453138,112,3:43:24
13.3%,665000,2659.999999964747,-3521527.620274907,572325.5380059235,310.20353672026056,112,3:43:16
13.3%,667500,2669.9999999645106,-3519194.115064988,573313.1536218086,310.7388297250689,112,3:43:08
13.4%,670000,2679.999999964274,-3519624.743460836,574790.0995192458,311.5393423887634,112,3:43:00
13.4%,672500,2689.9999999640377,-3517847.85226693,574128.7822116227,311.18090483164553,112,3:42:53
13.5%,675000,2699.999999963801,-3518571.6209165696,574032.1664090245,311.12853854414163,112,3:42:45
13.6%,677500,2709.9999999635647,-3518658.136865845,573409.6153872178,310.7911125235833,112,3:42:37
13.6%,680000,2719.9999999633283,-3519905.1979389545,573345.5525809512,310.75639013613693,112,3:42:30
13.7%,682500,2729.999999963092,-3519670.3984836675,573252.1927474164,310.70578860147356,112,3:42:22
13.7%,685000,2739.9999999628553,-3522405.278860621,574047.6638086764,311.1369382185625,112,3:42:14
13.8%,687500,2749.999999962619,-3519365.6829381716,573928.9040161861,311.072569768783,112,3:42:06
13.8%,690000,2759.9999999623824,-3521819.6862121634,571723.9926972177,309.87749590980127,112,3:41:58
13.8%,692500,2769.999999962146,-3517509.757599592,575235.8489861309,311.7809410104162,112,3:41:50
13.9%,695000,2779.9999999619095,-3521925.994924374,573721.2225247689,310.960005277299,112,3:41:43
13.9%,697500,2789.999999961673,-3520717.5358236115,574018.3512014413,311.12105062691927,112,3:41:35
14.0%,700000,2799.9999999614365,-3520129.768469982,572127.8054044591,310.09636458093433,112,3:41:27
14.1%,702500,2809.9999999612,-3518710.5471574366,573887.0400528789,311.0498792742713,112,3:41:19
14.1%,705000,2819.9999999609636,-3520080.6702087186,573857.2745176809,311.0337461932228,112,3:41:12
14.2%,707500,2829.999999960727,-3519320.634127382,574648.2302005065,311.46244845078127,112,3:41:04
14.2%,710000,2839.9999999604906,-3522421.9082949758,577310.1344402718,312.90521494424024,112,3:40:56
14.2%,712500,2849.999999960254,-3522964.1992497724,575129.3215076883,311.72320254100254,112,3:40:48
14.3%,715000,2859.9999999600177,-3520830.6275966596,573898.1238007381,311.0558867255516,112,3:40:40
14.3%,717500,2869.9999999597812,-3523061.377735056,574575.3009193388,311.4229203859888,112,3:40:33
14.4%,720000,2879.9999999595448,-3516908.080689043,573070.3254191618,310.607215526026,112,3:40:25
14.4%,722500,2889.9999999593083,-3521991.4273163844,574871.9039249299,311.5836808190402,112,3:40:17
14.5%,725000,2899.999999959072,-3521590.7225606274,576683.0574764643,312.5653358386413,112,3:40:09
14.6%,727500,2909.9999999588354,-3520456.5744165275,573453.618900846,310.8149626659396,112,3:40:01
14.6%,730000,2919.999999958599,-3519689.1836287268,573536.0898079185,310.85966234357335,112,3:39:54
14.7%,732500,2929.9999999583624,-3519067.3392716236,573292.8962032575,310.72785009466264,112,3:39:46
14.7%,735000,2939.999999958126,-3516199.286361264,574219.460319034,311.2300528562472,112,3:39:38
14.8%,737500,2949.9999999578895,-3515803.039015103,572766.4034835505,310.442488193323,112,3:39:30
14.8%,740000,2959.999999957653,-3522975.5892037284,575994.6692148783,312.19222567807657,112,3:39:23
14.8%,742500,2969.9999999574165,-3520330.8351462837,575207.8294505102,311.7657542705809,112,3:39:15
14.9%,745000,2979.99999995718,-3520149.5721586905,572258.6506094075,310.16728338962366,112,3:39:07
14.9%,747500,2989.9999999569436,-3519034.482611457,576542.2422784909,312.48901323981494,112,3:38:59
15.0%,750000,2999.999999956707,-3516316.620300321,574536.3249844813,311.4017952185152,112,3:38:52
15.1%,752500,3009.9999999564707,-3519562.6697687656,575181.78173002,311.7516362652098,112,3:38:45
15.1%,755000,3019.999999956234,-3517556.890957257,572120.320514083,310.0923077298724,112,3:38:37
15.2%,757500,3029.9999999559977,-3515375.7250874005,572621.1724838594,310.36377220608506,112,3:38:29
15.2%,760000,3039.9999999557613,-3518519.789377127,575340.7289565037,311.83778652154626,112,3:38:21
15.2%,762500,3049.999999955525,-3521441.7503996417,574369.2071663564,311.31121645732287,112,3:38:14
15.3%,765000,3059.9999999552883,-3520802.089359373,575080.1044772961,311.69652664436563,112,3:38:06
15.3%,767500,3069.999999955052,-3518843.7602463383,575263.7815224233,311.79608059614503,112,3:37:58
15.4%,770000,3079.9999999548154,-3520145.118663484,574306.4807386544,311.2772183942855,112,3:37:50
15.4%,772500,3089.999999954579,-3519284.691316126,575371.6559285626,311.8545491076544,112,3:37:42
15.5%,775000,3099.9999999543425,-3520036.5181446876,573280.869118352,310.72133134960166,112,3:37:34
15.6%,777500,3109.999999954106,-3514717.049580468,576646.715399499,312.54563823638915,112,3:37:27
15.6%,780000,3119.9999999538695,-3519032.21794468,575482.7753713884,311.914776446597,112,3:37:19
15.7%,782500,3129.999999953633,-3518036.4682921786,574482.6475578615,311.3727017630012,112,3:37:11
15.7%,785000,3139.9999999533966,-3519389.8638947904,573317.8801389725,310.74139152293264,112,3:37:04
15.8%,787500,3149.99999995316,-3518866.663743088,573450.9004068321,310.81348922748253,112,3:36:57
15.8%,790000,3159.9999999529236,-3519734.360908255,575795.9549958508,312.0845214967226,112,3:36:49
15.8%,792500,3169.999999952687,-3518626.6276058834,573241.8153869315,310.7001640159703,112,3:36:41
15.9%,795000,3179.9999999524507,-3514597.1193004176,574312.4747888967,311.28046720193254,112,3:36:34
15.9%,797500,3189.9999999522142,-3517100.673924351,572712.0373271428,310.41302144253933,112,3:36:26
16.0%,800000,3199.9999999519778,-3519647.5730372537,572258.7549029939,310.16733991731155,112,3:36:18
16.1%,802500,3209.9999999517413,-3519368.9556978308,574297.4371582298,311.27231672478797,112,3:36:10
16.1%,805000,3219.999999951505,-3516439.743261926,574727.8760353782,311.5056169240042,112,3:36:03
16.1%,807500,3229.9999999512684,-3516451.262888847,574622.8688362519,311.4487024542016,112,3:35:55
16.2%,810000,3239.999999951032,-3520883.950970957,574547.049878243,311.40760816893396,112,3:35:47
16.2%,812500,3249.9999999507954,-3521321.1063946597,574177.8101987045,311.2074782657859,112,3:35:39
16.3%,815000,3259.999999950559,-3518827.5967165176,575180.1810801092,311.7507687043019,112,3:35:31
16.4%,817500,3269.9999999503225,-3519014.6608211473,574194.4565239009,311.2165006640652,112,3:35:24
16.4%,820000,3279.999999950086,-3515566.288341513,574091.0389733176,311.1604477923697,112,3:35:16
16.4%,822500,3289.9999999498496,-3517296.7580697965,575094.1499265507,311.704139353819,112,3:35:08
16.5%,825000,3299.999999949613,-3519786.96683887,573197.4378963951,310.67611117610727,112,3:35:00
16.6%,827500,3309.9999999493766,-3519050.8588317763,573919.7902895872,311.06763007967965,112,3:34:53
16.6%,830000,3319.99999994914,-3518766.812769823,576859.3297279449,312.6608763522194,112,3:34:45
16.6%,832500,3329.9999999489037,-3518914.085159002,574331.6345434976,311.29085189254164,112,3:34:37
16.7%,835000,3339.999999948667,-3517710.0863144826,574051.2400057955,311.138876536741,112,3:34:29
16.8%,837500,3349.9999999484307,-3522366.148174716,575244.4255427,311.78558955045844,112,3:34:22
16.8%,840000,3359.9999999481943,-3519418.9035610165,573647.3754952225,310.9199797879221,112,3:34:14
16.9%,842500,3369.999999947958,-3517804.404909225,572146.2792897228,310.10637752665355,112,3:34:06
