#"Progress (%)","Step","Time (ps)","Potential Energy (kJ/mole)","Kinetic Energy (kJ/mole)","Temperature (K)","Speed (ns/day)","Time Remaining"
8.0%,397500,1589.999999990049,-3519725.190416826,573999.3914398958,311.1191866548947,109,4:03:10
8.0%,400000,1599.9999999898125,-3518402.004564652,573197.9679133687,310.6847990240755,109,4:03:02
8.1%,402500,1609.999999989576,-3517474.297259338,575717.2220045027,312.05028528677775,109,4:02:53
8.1%,405000,1619.9999999893396,-3516884.9581889845,576542.1937993374,312.4974365514827,109,4:02:45
8.2%,407500,1629.9999999891031,-3514990.438052237,574414.131847791,311.3439842771597,109,4:02:27
8.2%,410000,1639.9999999888666,-3517683.723375831,573133.480043602,310.6498453048031,109,4:02:18
8.2%,412500,1649.9999999886302,-3517718.425386818,573413.8132024242,310.80179150137724,109,4:02:11
8.3%,415000,1659.9999999883937,-3517494.892612284,574812.9905546644,311.5601736988268,109,4:02:03
8.3%,417500,1669.9999999881572,-3518813.1913659163,574668.7975679755,311.4820182070109,109,4:01:46
8.4%,420000,1679.9999999879208,-3521747.190016158,576489.8981931196,312.46909128367446,109,4:01:37
8.4%,422500,1689.9999999876843,-3518462.8481352013,574809.5506198606,311.55830918514573,109,4:01:29
8.5%,425000,1699.9999999874478,-3517073.120219279,571894.8673540939,309.9784923760596,109,4:01:21
8.6%,427500,1709.9999999872114,-3517750.348878987,573553.0795650699,310.87727666411587,109,4:01:14
8.6%,430000,1719.999999986975,-3519080.7865988314,573062.2935652161,310.61126080526094,109,4:00:57
8.7%,432500,1729.9999999867384,-3518673.874663269,575163.4552143118,311.75013257593866,109,4:00:49
8.7%,435000,1739.999999986502,-3519044.3048792854,575823.3564087095,312.1078122632961,109,4:00:42
8.8%,437500,1749.9999999862655,-3518150.6831325293,574222.5238616545,311.2401289043276,109,4:00:34
8.8%,440000,1759.999999986029,-3515120.583070444,573143.55740172,310.6553074350911,109,4:00:18
8.8%,442500,1769.9999999857926,-3518289.2464227956,572241.6253409886,310.1664421621702,109,4:00:11
8.9%,445000,1779.999999985556,-3519734.511393836,573059.560279804,310.60977930972797,109,4:00:03
8.9%,447500,1789.9999999853196,-3519920.599117659,574074.4576561055,311.15987405017887,109,3:59:56
9.0%,450000,1799.9999999850832,-3514621.688861707,573844.3669269937,311.0351602585518,109,3:59:40
9.1%,452500,1809.9999999848467,-3515894.5081756786,574489.1054770671,311.38462148846827,109,3:59:32
9.1%,455000,1819.9999999846102,-3517888.766884353,573229.5290379429,310.7019057868245,109,3:59:25
9.2%,457500,1829.9999999843737,-3519768.8110258393,575854.6177591847,312.1247565424689,109,3:59:16
9.2%,460000,1839.9999999841373,-3519873.888176156,576617.5220976835,312.5382660005431,109,3:59:02
9.2%,462500,1849.9999999839008,-3512791.9416809436,573096.2258233208,310.6296527699569,109,3:58:54
9.3%,465000,1859.9999999836643,-3515233.0230177213,576168.1984903167,312.29472359030103,109,3:58:46
9.3%,467500,1869.9999999834279,-3518362.3368268404,575235.5336374464,311.78920052743024,109,3:58:39
9.4%,470000,1879.9999999831914,-3517730.8759223875,574569.0811785903,311.4279699232944,109,3:58:24
9.4%,472500,1889.999999982955,-3514693.221009759,572484.5195066289,310.2980956732787,109,3:58:16
9.5%,475000,1899.9999999827185,-3520742.444762936,575104.6850461636,311.7182779656612,109,3:58:08
9.6%,477500,1909.999999982482,-3518788.4824337624,571731.8047646038,309.8901091809333,109,3:58:01
9.6%,480000,1919.9999999822455,-3520005.912681196,573332.5780429798,310.75776041508857,109,3:57:46
9.7%,482500,1929.999999982009,-3517968.5767332297,571497.2207833276,309.7629599564823,109,3:57:38
9.7%,485000,1939.9999999817726,-3517126.4629005305,574130.3735468456,311.19018158483414,109,3:57:31
9.8%,487500,1949.9999999815361,-3516811.5524880644,575494.1262849916,311.9293629306993,109,3:57:23
9.8%,490000,1959.9999999812997,-3519583.0211178698,574221.9056392722,311.2397938153926,110,3:57:08
9.8%,492500,1969.9999999810632,-3518780.9613217767,573052.1215441923,310.6057473657786,110,3:57:00
9.9%,495000,1979.9999999808267,-3519097.6602883954,572374.6747003136,310.2385575843735,110,3:56:53
9.9%,497500,1989.9999999805902,-3517189.170288937,575917.0544657419,312.15859849012804,110,3:56:45
10.0%,500000,1999.9999999803538,-3514741.316508092,572879.1522592471,310.5119945429517,110,3:56:30
10.1%,502500,2009.9999999801173,-3517465.193555508,576015.8894653763,312.21216904291583,110,3:56:24
10.1%,505000,2019.9999999798808,-3517851.8711946458,574540.6368260464,311.4125525135195,110,3:56:17
10.2%,507500,2029.9999999796444,-3515623.70046293,573253.2861017659,310.7147825920688,110,3:56:09
10.2%,510000,2039.999999979408,-3520922.0525142793,573476.7475466955,310.83590317866185,110,3:55:56
10.2%,512500,2049.9999999791717,-3517017.8713783324,571506.9675553641,309.7682429024814,110,3:55:48
10.3%,515000,2059.999999978935,-3518527.8470052704,573607.0080222068,310.9065069698831,110,3:55:41
10.3%,517500,2069.9999999786987,-3516001.5201280154,572354.91357286,310.2278466568143,110,3:55:33
10.4%,520000,2079.9999999784623,-3517735.489079397,573160.17524079,310.66431463728077,110,3:55:19
10.4%,522500,2089.999999978226,-3520639.9251317363,572413.8856668142,310.25981071493,110,3:55:12
10.5%,525000,2099.9999999779893,-3518081.7518345304,574022.1679653223,311.1315319886549,110,3:55:04
10.6%,527500,2109.999999977753,-3516216.2093229685,573957.9601113447,311.0967300435583,110,3:54:57
10.6%,530000,2119.9999999775164,-3520377.7229681164,573738.9594075457,310.97802726815667,110,3:54:43
10.7%,532500,2129.99999997728,-3517674.2947811205,574791.8558833472,311.5487182829353,110,3:54:35
10.7%,535000,2139.9999999770434,-3520653.729209248,575076.2352006604,311.70285757859205,110,3:54:28
10.8%,537500,2149.999999976807,-3516093.5558375455,572391.7661944956,310.2478215171371,110,3:54:20
10.8%,540000,2159.9999999765705,-3518875.372191375,573635.367116103,310.9218781677603,110,3:54:07
10.8%,542500,2169.999999976334,-3517779.8153096996,574251.559847717,311.25586699133993,110,3:53:59
10.9%,545000,2179.9999999760976,-3517755.275687827,573857.4232020928,311.04223702161136,110,3:53:52
10.9%,547500,2189.999999975861,-3520035.4661795367,574253.0864900581,311.25669446211873,110,3:53:45
11.0%,550000,2199.9999999756246,-3520628.5264871567,574240.1048924152,311.2496581757387,110,3:53:32
11.1%,552500,2209.999999975388,-3520082.712261077,574725.9723820341,311.51300810336335,110,3:53:24
11.1%,555000,2219.9999999751517,-3519347.918858569,572129.7433435036,310.1057998747776,110,3:53:16
11.2%,557500,2229.999999974915,-3517431.3289844356,572581.704129741,310.3507716888789,110,3:53:09
11.2%,560000,2239.9999999746788,-3522781.1676329896,572822.4653019656,310.48126907476063,110,3:53:01
11.2%,562500,2249.9999999744423,-3521660.6292519085,573982.4628354379,311.11001101162964,110,3:52:49
11.3%,565000,2259.999999974206,-3521510.9084240496,574764.5686208843,311.53392803919974,110,3:52:41
11.3%,567500,2269.9999999739694,-3515237.0619533323,575052.2750717425,311.6898707079921,110,3:52:34
11.4%,570000,2279.999999973733,-3516493.5784531757,572339.1802481235,310.21931887913996,110,3:52:26
11.4%,572500,2289.9999999734964,-3516198.5486775376,574867.2744227172,311.58959664444126,110,3:52:13
11.5%,575000,2299.99999997326,-3516078.138670871,571856.6003271576,309.95775087968576,110,3:52:06
11.6%,577500,2309.9999999730235,-3514276.340209,574699.2287302918,311.4985125075451,110,3:51:59
11.6%,580000,2319.999999972787,-3517325.0029228423,574029.1691414724,311.13532676659713,110,3:51:51
11.7%,582500,2329.9999999725505,-3516574.14481201,573729.786568003,310.9730554050843,110,3:51:39
11.7%,585000,2339.999999972314,-3518908.852894537,573874.5653840122,311.0515284281456,110,3:51:31
11.8%,587500,2349.9999999720776,-3518415.5522822514,574170.1058067242,311.2117172668605,110,3:51:24
11.8%,590000,2359.999999971841,-3516825.5294367652,574255.1412076624,311.2578081602853,110,3:51:16
11.8%,592500,2369.9999999716047,-3514884.64713075,571531.8551225374,309.7817324632235,110,3:51:04
11.9%,595000,2379.999999971368,-3516300.4346818905,574637.4650123948,311.4650353332424,110,3:50:56
11.9%,597500,2389.9999999711317,-3519517.959860446,576477.7306376928,312.4624962245082,110,3:50:49
12.0%,600000,2399.9999999708953,-3519847.803406937,573871.8217096849,311.0500413016122,110,3:50:41
12.1%,602500,2409.999999970659,-3519107.802374497,573086.8972943053,310.6245965200666,110,3:50:29
12.1%,605000,2419.9999999704223,-3519846.194305204,572767.6649674538,310.45156619396323,110,3:50:22
12.2%,607500,2429.999999970186,-3517966.1034629587,574310.964071307,311.28806527238834,110,3:50:14
12.2%,610000,2439.9999999699494,-3519931.044620434,573904.7834834993,311.0679072443515,110,3:50:07
12.2%,612500,2449.999999969713,-3521308.722130444,575456.6754494633,311.9090638264444,110,3:49:55
12.3%,615000,2459.9999999694764,-3515598.8179860283,576456.2682594722,312.4508631849,110,3:49:47
12.3%,617500,2469.99999996924,-3521386.4218820874,572900.4705325891,310.52354947482434,110,3:49:40
12.4%,620000,2479.9999999690035,-3516981.804715149,574253.9550803535,311.2571652554859,110,3:49:32
12.4%,622500,2489.999999968767,-3516374.3829734437,575275.4494696187,311.810835709323,110,3:49:21
12.5%,625000,2499.9999999685306,-3517445.0089212656,573742.3891238642,310.97988624321374,110,3:49:13
12.6%,627500,2509.999999968294,-3515280.9150783345,572661.9821180775,310.3942839692228,110,3:49:06
12.6%,630000,2519.9999999680576,-3519259.078831995,571126.2738543872,309.5618992784656,110,3:48:58
12.7%,632500,2529.999999967821,-3517671.544100141,572794.7714801911,310.46625846772116,110,3:48:46
12.7%,635000,2539.9999999675847,-3517426.8233167883,573426.5512112849,310.80869575775006,110,3:48:39
12.8%,637500,2549.9999999673482,-3518620.032573104,573041.8642439839,310.60018770326724,110,3:48:31
12.8%,640000,2559.9999999671118,-3519168.359198151,576938.9043219681,312.7124616141899,110,3:48:24
12.8%,642500,2569.9999999668753,-3519789.605390085,574193.9507626122,311.22464171136744,110,3:48:12
12.9%,645000,2579.999999966639,-3519389.4451081045,573319.0087254635,310.7504055727454,110,3:48:05
12.9%,647500,2589.9999999664024,-3520302.1172064897,575926.665937812,312.16380810083075,110,3:47:58
13.0%,650000,2599.999999966166,-3518979.8161758184,573274.3156965149,310.7261810543522,110,3:47:50
13.1%,652500,2609.9999999659294,-3518410.980591867,573438.2379667797,310.8150302137067,110,3:47:39
13.1%,655000,2619.999999965693,-3512820.236821104,572811.6276134107,310.4753948301208,110,3:47:31
13.2%,657500,2629.9999999654565,-3520216.704405589,576734.8656212921,312.6018685446726,110,3:47:24
13.2%,660000,2639.99999996522,-3519395.0733557716,574307.9404368591,311.2864264018526,110,3:47:16
13.2%,662500,2649.9999999649835,-3517908.1072513275,572366.6672808994,310.2342174023933,110,3:47:05
13.3%,665000,2659.999999964747,-3517584.9594860952,575387.1200719373,311.871363416294,110,3:46:58
13.3%,667500,2669.9999999645106,-3518603.8615194988,574763.3859956078,311.5332870325721,110,3:46:50
13.4%,670000,2679.999999964274,-3520237.287890317,575156.7232438547,311.74648371288333,110,3:46:43
13.4%,672500,2689.9999999640377,-3517202.2421131246,573938.7196598373,311.08630133280855,110,3:46:36
13.5%,675000,2699.999999963801,-3517338.563782528,574527.9773149063,311.40569080448614,110,3:46:28
13.6%,677500,2709.9999999635647,-3519787.838827595,575180.47804268,311.7593592904534,110,3:46:19
13.6%,680000,2719.9999999633283,-3522022.1211223416,573693.1062716297,310.95317394851116,110,3:46:08
13.7%,682500,2729.999999963092,-3515869.07605513,574007.0709958908,311.12334912832347,110,3:46:00
13.7%,685000,2739.9999999628553,-3515388.5465730727,575563.240671915,311.96682431509527,110,3:45:52
13.8%,687500,2749.999999962619,-3521690.1760804635,573358.4984421394,310.7718097914896,110,3:45:43
13.8%,690000,2759.9999999623824,-3519382.561258439,574172.667373857,311.21310568764073,110,3:45:34
13.8%,692500,2769.999999962146,-3517529.2757282145,574722.6760067793,311.5112214018381,110,3:45:26
13.9%,695000,2779.9999999619095,-3517465.053602781,574757.7044480499,311.5302075198034,110,3:45:19
13.9%,697500,2789.999999961673,-3519327.7326197494,575060.66351983,311.694417415158,110,3:45:11
14.0%,700000,2799.9999999614365,-3519938.320854062,575572.6750509692,311.97193793783026,110,3:45:02
14.1%,702500,2809.9999999612,-3520280.371127352,573528.6895444349,310.86405678358005,110,3:44:53
14.1%,705000,2819.9999999609636,-3517638.3179502822,573866.1546852931,311.04696966069093,110,3:44:45
14.2%,707500,2829.999999960727,-3515915.270192167,574726.0569348589,311.51305393269087,110,3:44:37
14.2%,710000,2839.9999999604906,-3518237.9819319695,574925.9775213473,311.6214149016944,110,3:44:27
14.2%,712500,2849.999999960254,-3516981.364984544,574971.1068980702,311.6458759293359,110,3:44:19
14.3%,715000,2859.9999999600177,-3522828.3688620385,571838.0509989032,309.94769677160554,110,3:44:10
14.3%,717500,2869.9999999597812,-3520714.6543119475,573406.5291010758,310.7978433723011,110,3:44:02
14.4%,720000,2879.9999999595448,-3517028.2796468623,573634.6365149748,310.9214821672904,110,3:43:52
14.4%,722500,2889.9999999593083,-3519224.6373229735,575263.2997675076,311.80425032701197,110,3:43:43
14.5%,725000,2899.999999959072,-3522380.2506799083,572811.1421059826,310.4751316753538,110,3:43:35
14.6%,727500,2909.9999999588354,-3516620.950846294,572380.1252632572,310.24151189884685,110,3:43:27
14.6%,730000,2919.999999958599,-3516296.4974751603,574717.2988452672,311.5083068724133,110,3:43:17
14.7%,732500,2929.9999999583624,-3519639.1091318615,573732.6867867375,310.97462738182725,110,3:43:09
14.7%,735000,2939.999999958126,-3517912.6294145305,573935.6802478144,311.0846539105106,110,3:43:00
14.8%,737500,2949.9999999578895,-3520944.8801669963,577848.4639878878,313.2054612021602,110,3:42:52
14.8%,740000,2959.999999957653,-3518169.229290733,574703.7836535517,311.5009813673401,110,3:42:43
14.8%,742500,2969.9999999574165,-3518460.0398044623,572880.7203612314,310.51284448568896,110,3:42:34
14.9%,745000,2979.99999995718,-3516185.4021024164,573591.7065887139,310.8982132859281,110,3:42:26
14.9%,747500,2989.9999999569436,-3519797.3803668767,573011.5429784864,310.58375296901386,110,3:42:17
15.0%,750000,2999.999999956707,-3519772.2626791466,574922.0841316057,311.61930460633897,110,3:42:09
15.1%,752500,3009.9999999564707,-3516769.7892465144,573923.2842202709,311.0779350148731,110,3:42:02
15.1%,755000,3019.999999956234,-3519596.165055707,574741.0758265515,311.52119447332126,110,3:41:53
15.2%,757500,3029.9999999559977,-3515568.0097595155,573030.6429567288,310.5941055404356,110,3:41:44
15.2%,760000,3039.9999999557613,-3518870.925176842,572170.0405596874,310.1276417744565,110,3:41:35
15.2%,762500,3049.999999955525,-3521262.5019774623,574736.5849487414,311.51876032744497,110,3:41:25
15.3%,765000,3059.9999999552883,-3518473.7605182547,574582.3461589955,311.43515980881733,110,3:41:17
15.3%,767500,3069.999999955052,-3519354.3357751463,573438.7016914174,310.81528156176427,110,3:41:09
15.4%,770000,3079.9999999548154,-3521760.5393971186,574729.8808899815,311.51512659308963,110,3:41:01
15.4%,772500,3089.999999954579,-3521071.7531688325,575615.5600491408,311.9951824672668,110,3:40:53
15.5%,775000,3099.9999999543425,-3517724.876450725,575669.4021236821,312.024365951934,110,3:40:44
15.6%,777500,3109.999999954106,-3517673.4180136267,573824.0376782087,311.0241413978324,110,3:40:36
15.6%,780000,3119.9999999538695,-3519010.3115488514,574925.4831849391,311.62114696144295,110,3:40:27
15.7%,782500,3129.999999953633,-3520476.5268635843,572068.1868179766,310.0724350028965,110,3:40:18
15.7%,785000,3139.9999999533966,-3516810.395353256,574789.2623309323,311.54731252549044,110,3:40:09
15.8%,787500,3149.99999995316,-3517251.5674249995,573481.5023515593,310.83848037829654,110,3:40:01
15.8%,790000,3159.9999999529236,-3517728.07367781,574529.9322488179,311.4067504178892,110,3:39:52
15.8%,792500,3169.999999952687,-3521233.227809932,571714.9702811595,309.8809845531461,110,3:39:44
15.9%,795000,3179.9999999524507,-3518413.52247834,574203.230903571,311.2296717339602,110,3:39:35
15.9%,797500,3189.9999999522142,-3521601.024948431,574311.6453781386,311.28843455436055,110,3:39:27
16.0%,800000,3199.9999999519778,-3519185.667935975,573461.4993719398,310.82763836201093,110,3:39:18
16.1%,802500,3209.9999999517413,-3520621.517701855,574524.5129989157,311.4038130757126,110,3:39:10
16.1%,805000,3219.999999951505,-3516363.6888400353,574340.3629822077,311.3040000719445,110,3:39:01
16.1%,807500,3229.9999999512684,-3519020.53097813,574506.686715306,311.39415087233675,110,3:38:53
16.2%,810000,3239.999999951032,-3517844.13220609,573901.1629803331,311.06594485899507,110,3:38:44
16.2%,812500,3249.9999999507954,-3519029.4761804678,573936.67355637,311.0851923036771,110,3:38:36
16.3%,815000,3259.999999950559,-3521121.626060948,574412.213335304,311.3429444048995,110,3:38:27
16.4%,817500,3269.9999999503225,-3524110.5669405386,572428.0804170305,310.26750455434507,110,3:38:19
16.4%,820000,3279.999999950086,-3518188.597402826,572692.9939354892,310.4110929964687,110,3:38:11
16.4%,822500,3289.9999999498496,-3518186.209080171,574295.5637885553,311.2797180101518,110,3:38:03
16.5%,825000,3299.999999949613,-3519580.4117281437,573139.1879514795,310.6529391053939,110,3:37:54
16.6%,827500,3309.9999999493766,-3517648.5249966644,575942.0949644303,312.1721709428197,110,3:37:45
16.6%,830000,3319.99999994914,-3515171.0365414172,573445.3438851135,310.81888176401384,110,3:37:37
16.6%,832500,3329.9999999489037,-3523360.523741694,572154.4030342781,310.11916592193955,110,3:37:29
16.7%,835000,3339.999999948667,-3517766.8612134214,575390.3673549355,311.8731235088312,110,3:37:20
16.8%,837500,3349.9999999484307,-3519456.2180639002,571846.3358464416,309.9521873251952,110,3:37:11
16.8%,840000,3359.9999999481943,-3523956.207224179,574289.2416339405,311.2762912755054,110,3:37:03
16.9%,842500,3369.999999947958,-3519588.0331745725,573366.7673180379,310.77629168813,110,3:36:55
