compound_id,smiles,cnn_affinity,type,has_smiles,drug_name,final_smiles
fda_1628,_c001,6.50695038,FDA,False,,
fda_1149,METOLAZONE,5.24769831,FDA,False,METOLAZONE,
fda_1775,_c001,4.70371199,FDA,False,,
fda_1324,RIBOFLAVIN PHOSPHATE,4.64546061,FDA,False,RIBOFLAVIN PHOSPHATE,
fda_1812,_c001,5.13331795,FDA,False,,
fda_1682,_c001,4.74180841,FDA,False,,
fda_1307,ALISKIREN,5.60153198,FDA,False,ALISKIREN,
fda_1755,_c001,4.11631584,FDA,False,,
fda_1681,_c001,4.43182135,FDA,False,,
fda_1180,CARTEOLOL,3.21930432,FDA,False,CARTEOLOL,
fda_1199,GREPAFLOXACIN,4.80435896,FDA,False,GREPAFLOXACIN,
fda_1566,_c001,4.83029604,FDA,False,,
fda_1728,_c001,4.53364134,FDA,False,,
fda_1268,SAQUINAVIR,5.4330163,FDA,False,SAQUINAVIR,
fda_1000,NOVOBIOCIN,5.71098089,FDA,False,NOVOBIOCIN,
fda_1460,BENZQUINAMIDE,4.1828413,FDA,False,BENZQUINAMIDE,
fda_1747,_c001,4.11050367,FDA,False,,
fda_1492,TOLVAPTAN,5.44702864,FDA,False,TOLVAPTAN,
fda_1178,PROPAFENONE,3.94263721,FDA,False,PROPAFENONE,
fda_1039,CEFONICID,4.51875544,FDA,False,CEFONICID,
fda_1202,LACTIC ACID,2.7041328,FDA,False,LACTIC ACID,
fda_1827,SAFINAMIDE,3.31493688,FDA,False,SAFINAMIDE,
fda_1824,LIFITEGRAST,5.02756929,FDA,False,LIFITEGRAST,
fda_1271,INDINAVIR,5.06193924,FDA,False,INDINAVIR,
fda_1558,_c001,3.29629827,FDA,False,,
fda_1528,VEMURAFENIB,5.40291452,FDA,False,VEMURAFENIB,
fda_1248,PIPECURONIUM,6.06469393,FDA,False,PIPECURONIUM,
fda_1826,RUCAPARIB,5.04596853,FDA,False,RUCAPARIB,
fda_106,DIPHEMANIL,4.52620554,FDA,False,DIPHEMANIL,
fda_1187,_c001,3.44303036,FDA,False,,
fda_1594,_c001,5.15336227,FDA,False,,
fda_1561,_c001,4.08763361,FDA,False,,
fda_1638,_c001,4.25459814,FDA,False,,
fda_1624,_c001,4.53428936,FDA,False,,
fda_1335,TESTOSTERONE CYPIONATE,6.27472258,FDA,False,TESTOSTERONE CYPIONATE,
fda_1402,EFLORNITHINE,2.75194836,FDA,False,EFLORNITHINE,
fda_1439,_c001,4.44425201,FDA,False,,
fda_172,_c001,5.64298868,FDA,False,,
fda_180,METHYLPHENIDATE,3.19584346,FDA,False,METHYLPHENIDATE,
fda_1332,_c001,2.81100678,FDA,False,,
fda_1036,CEFMENOXIME,4.98890781,FDA,False,CEFMENOXIME,
fda_1119,DIETHYLPROPION,3.42219257,FDA,False,DIETHYLPROPION,
fda_1342,Molecule-1,2.56090617,FDA,True,,Molecule-1
fda_14,MEPERIDINE,3.99196529,FDA,False,MEPERIDINE,
fda_1192,ONDANSETRON,3.9746542,FDA,False,ONDANSETRON,
fda_1736,_c001,3.6575706,FDA,False,,
fda_1445,CLINDAMYCIN PHOSPHATE,3.81997371,FDA,False,CLINDAMYCIN PHOSPHATE,
fda_1585,_c001,5.22351837,FDA,False,,
fda_1397,TIOPRONIN,2.68835235,FDA,False,TIOPRONIN,
fda_1795,_c001,4.85070038,FDA,False,,
fda_1495,PRALATREXATE,4.98038483,FDA,False,PRALATREXATE,
fda_1739,_c001,3.54147339,FDA,False,,
fda_147,WARFARIN,4.85922766,FDA,False,WARFARIN,
fda_1732,_c001,4.62231779,FDA,False,,
fda_1597,_c001,4.97705078,FDA,False,,
fda_1198,DONEPEZIL,4.88029289,FDA,False,DONEPEZIL,
fda_1367,_c001,4.6994195,FDA,False,,
fda_112,MEPHENTERMINE,2.91908836,FDA,False,MEPHENTERMINE,
fda_1376,MEBUTAMATE,3.77110028,FDA,False,MEBUTAMATE,
fda_1474,PRASUGREL,4.61686516,FDA,False,PRASUGREL,
fda_1615,_c001,4.9793725,FDA,False,,
fda_1130,ACRISORCIN,3.4243381,FDA,False,ACRISORCIN,
fda_1571,_c001,6.06077814,FDA,False,,
fda_1134,METAXALONE,3.34436345,FDA,False,METAXALONE,
fda_1425,CEFDITOREN PIVOXIL,5.49285269,FDA,False,CEFDITOREN PIVOXIL,
fda_181,MECAMYLAMINE,3.55595589,FDA,False,MECAMYLAMINE,
fda_1564,_c001,4.62794828,FDA,False,,
fda_1841,BRIGATINIB,4.90723181,FDA,False,BRIGATINIB,
fda_1711,_c001,6.46600103,FDA,False,,
fda_1309,LAPATINIB,5.74226332,FDA,False,LAPATINIB,
fda_117,ISONIAZID,3.18299389,FDA,False,ISONIAZID,
fda_1043,IMIPENEM,3.1855762,FDA,False,IMIPENEM,
fda_156,_c001,4.61890173,FDA,False,,
fda_1001,SPECTINOMYCIN,2.88872075,FDA,False,SPECTINOMYCIN,
fda_1541,_c001,4.61348534,FDA,False,,
fda_1764,_c001,2.89153695,FDA,False,,
fda_1516,RILPIVIRINE,5.61041641,FDA,False,RILPIVIRINE,
fda_1767,_c001,3.55616069,FDA,False,,
fda_1644,_c001,3.8366344,FDA,False,,
fda_1565,_c001,4.66389227,FDA,False,,
fda_1575,_c001,2.96360493,FDA,False,,
fda_1259,ROCURONIUM,6.08955383,FDA,False,ROCURONIUM,
fda_116,METHARBITAL,5.27937651,FDA,False,METHARBITAL,
fda_1034,CLAVULANATE,3.06482768,FDA,False,CLAVULANATE,
fda_1258,PENTOSAN POLYSULFATE,4.14206076,FDA,False,PENTOSAN POLYSULFATE,
fda_1527,AXITINIB,5.63194036,FDA,False,AXITINIB,
fda_1289,OSELTAMIVIR,3.96236801,FDA,False,OSELTAMIVIR,
fda_1210,PRIMAQUINE,3.57218838,FDA,False,PRIMAQUINE,
fda_1184,RIMANTADINE,4.4405117,FDA,False,RIMANTADINE,
fda_184,CLIDINIUM,4.21942091,FDA,False,CLIDINIUM,
fda_1321,MENADIOL,2.86658096,FDA,False,MENADIOL,
fda_1845,RIBOCICLIB,5.47886133,FDA,False,RIBOCICLIB,
fda_1046,VANCOMYCIN,6.00930166,FDA,False,VANCOMYCIN,
fda_1539,_c001,5.27472878,FDA,False,,
fda_1817,_c001,2.83666301,FDA,False,,
fda_1426,Molecule-1,3.70572853,FDA,True,,Molecule-1
fda_1422,GANIRELIX,6.76217127,FDA,False,GANIRELIX,
fda_1057,CEFEPIME,4.72068262,FDA,False,CEFEPIME,
fda_1647,_c001,4.95467091,FDA,False,,
fda_16,HYDROCODONE,4.34501839,FDA,False,HYDROCODONE,
fda_1567,_c001,3.59988093,FDA,False,,
fda_1238,BITOLTEROL,4.26400757,FDA,False,BITOLTEROL,
fda_1386,CLOCORTOLONE PIVALATE,6.0873189,FDA,False,CLOCORTOLONE PIVALATE,
fda_159,TRIDIHEXETHYL,4.95570707,FDA,False,TRIDIHEXETHYL,
fda_111,HYDROCORTISONE BUTYRATE,5.39108086,FDA,False,HYDROCORTISONE BUTYRATE,
fda_1508,GABAPENTIN ENACARBIL,4.42039776,FDA,False,GABAPENTIN ENACARBIL,
fda_1393,Molecule-1,3.51974487,FDA,True,,Molecule-1
fda_1044,_c001,4.72891665,FDA,False,,
fda_1249,_c001,5.71912527,FDA,False,,
fda_1667,_c001,4.41287231,FDA,False,,
fda_1038,CEFTAZIDIME,4.71331072,FDA,False,CEFTAZIDIME,
fda_1326,ABAMETAPIR,3.13395047,FDA,False,ABAMETAPIR,
fda_1100,CYCRIMINE,4.40150833,FDA,False,CYCRIMINE,
fda_1035,AMDINOCILLIN,3.49798012,FDA,False,AMDINOCILLIN,
fda_1781,_c001,5.88233137,FDA,False,,
fda_1081,PENTOBARBITAL,4.89274168,FDA,False,PENTOBARBITAL,
fda_1253,NAFARELIN,6.44178724,FDA,False,NAFARELIN,
fda_1684,_c001,4.26197052,FDA,False,,
fda_1042,CILASTATIN,3.57902431,FDA,False,CILASTATIN,
fda_1450,Molecule-1,5.06914711,FDA,True,,Molecule-1
fda_1463,CYCLOTHIAZIDE,4.67832327,FDA,False,CYCLOTHIAZIDE,
fda_15,HOMATROPINE METHYLBROMIDE,3.95362091,FDA,False,HOMATROPINE METHYLBROMIDE,
fda_1609,_c001,3.45718503,FDA,False,,
fda_1033,AZLOCILLIN,4.42720175,FDA,False,AZLOCILLIN,
fda_124,LEVONORDEFRIN,2.94401765,FDA,False,LEVONORDEFRIN,
fda_158,ACETYLDIGITOXIN,6.72336388,FDA,False,ACETYLDIGITOXIN,
fda_1101,ETHOPROPAZINE,4.26101065,FDA,False,ETHOPROPAZINE,
fda_1569,_c001,3.76257443,FDA,False,,
fda_1269,QUETIAPINE,4.19764185,FDA,False,QUETIAPINE,
fda_1131,METHYCLOTHIAZIDE,3.62588429,FDA,False,METHYCLOTHIAZIDE,
fda_1208,PHENTOLAMINE,4.17618513,FDA,False,PHENTOLAMINE,
fda_1501,LEVOMEFOLATE,3.99888301,FDA,False,LEVOMEFOLATE,
fda_1028,CEFORANIDE,4.13812637,FDA,False,CEFORANIDE,
fda_1642,_c001,6.19540024,FDA,False,,
fda_1280,CLOPIDOGREL,4.50415277,FDA,False,CLOPIDOGREL,
fda_1186,AMLODIPINE,4.13780355,FDA,False,AMLODIPINE,
fda_1762,_c001,4.76135874,FDA,False,,
fda_1060,CEFTIBUTEN,4.62833214,FDA,False,CEFTIBUTEN,
fda_1619,_c001,3.3546207,FDA,False,,
fda_1120,THIORIDAZINE,5.44778585,FDA,False,THIORIDAZINE,
fda_1524,_c001,5.26269674,FDA,False,,
fda_1047,CEFIXIME,4.45410156,FDA,False,CEFIXIME,
fda_1095,PARAMETHADIONE,3.90911269,FDA,False,PARAMETHADIONE,
fda_1471,Molecule-1,4.62906837,FDA,True,,Molecule-1
fda_1096,SECOBARBITAL,5.10873079,FDA,False,SECOBARBITAL,
fda_1181,BETAXOLOL,4.33641624,FDA,False,BETAXOLOL,
fda_1191,BISOPROLOL,3.67768192,FDA,False,BISOPROLOL,
fda_1337,PREDNISOLONE TEBUTATE,5.97596359,FDA,False,PREDNISOLONE TEBUTATE,
fda_1049,CEFMETAZOLE,4.28226233,FDA,False,CEFMETAZOLE,
fda_166,PREDNISONE,5.44756508,FDA,False,PREDNISONE,
fda_1193,LOMEFLOXACIN,5.4960041,FDA,False,LOMEFLOXACIN,
fda_1176,TERAZOSIN,4.67160749,FDA,False,TERAZOSIN,
fda_1111,ETHOTOIN,3.89299273,FDA,False,ETHOTOIN,
fda_1066,MYCOPHENOLATE MOFETIL,4.81391954,FDA,False,MYCOPHENOLATE MOFETIL,
fda_1570,_c001,5.38227129,FDA,False,,
fda_1632,_c001,4.68712521,FDA,False,,
fda_1792,O=C(O)CCSC[C@H]1O[C@@H]2O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCC...,6.1930337,FDA,True,O=C(O)CCSC[C@H]1O[C@@H]2O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCC...,O=C(O)CCSC[C@H]1O[C@@H]2O[C@@H]9[C@@H](CSCCC(=O)O)O[C@H](O[C@@H]8[C@@H](CSCC...
fda_1276,TROVAFLOXACIN,5.93103933,FDA,False,TROVAFLOXACIN,
fda_1760,_c001,3.63075709,FDA,False,,
fda_1487,PALIPERIDONE PALMITATE,6.35835981,FDA,False,PALIPERIDONE PALMITATE,
fda_139,MERCAPTOPURINE,3.64289594,FDA,False,MERCAPTOPURINE,
fda_115,PHENYLBUTAZONE,3.98610759,FDA,False,PHENYLBUTAZONE,
fda_1726,_c001,4.9994874,FDA,False,,
fda_1836,DELAFLOXACIN,5.17533731,FDA,False,DELAFLOXACIN,
fda_1086,DRONEDARONE,5.1417861,FDA,False,DRONEDARONE,
fda_1330,Molecule-1,3.51054096,FDA,True,,Molecule-1
fda_1213,ERGOLOID,6.58059931,FDA,False,ERGOLOID,
fda_1545,_c001,5.16196823,FDA,False,,
fda_130,CARBINOXAMINE,3.52999759,FDA,False,CARBINOXAMINE,
fda_1689,_c001,4.01326227,FDA,False,,
fda_120,SULFAMETHIZOLE,3.4513216,FDA,False,SULFAMETHIZOLE,
fda_167,HYDROXYCHLOROQUINE,4.0215683,FDA,False,HYDROXYCHLOROQUINE,
fda_1584,_c001,5.10363245,FDA,False,,
fda_1146,ENFLURANE,3.15907598,FDA,False,ENFLURANE,
fda_1724,_c001,5.66745996,FDA,False,,
fda_1141,KETAMINE,3.81570935,FDA,False,KETAMINE,
fda_1281,RIZATRIPTAN,4.02658224,FDA,False,RIZATRIPTAN,
fda_1007,AMOXICILLIN,4.29298162,FDA,False,AMOXICILLIN,
fda_1421,PIPERONYL BUTOXIDE,4.46002102,FDA,False,PIPERONYL BUTOXIDE,
fda_1542,_c001,4.44619608,FDA,False,,
fda_1246,PENTAMIDINE,4.08963251,FDA,False,PENTAMIDINE,
fda_1396,ENALAPRILAT,3.90822959,FDA,False,ENALAPRILAT,
fda_1583,_c001,4.37279844,FDA,False,,
fda_1837,ENASIDENIB,4.88615417,FDA,False,ENASIDENIB,
fda_1371,CEFADROXIL,4.02617168,FDA,False,CEFADROXIL,
fda_168,PROCYCLIDINE,4.68597555,FDA,False,PROCYCLIDINE,
fda_1404,COLFOSCERIL PALMITATE,6.43700027,FDA,False,COLFOSCERIL PALMITATE,
fda_1427,DEXMETHYLPHENIDATE,3.28530002,FDA,False,DEXMETHYLPHENIDATE,
fda_123,PHENOXYBENZAMINE,3.52114749,FDA,False,PHENOXYBENZAMINE,
fda_1494,VIGABATRIN,2.86180615,FDA,False,VIGABATRIN,
fda_1833,ETELCALCETIDE,6.37498236,FDA,False,ETELCALCETIDE,
fda_1022,CEPHRADINE,3.84822392,FDA,False,CEPHRADINE,
fda_1082,GENTIAN VIOLET,4.60446882,FDA,False,GENTIAN VIOLET,
fda_1148,MAZINDOL,3.34536004,FDA,False,MAZINDOL,
fda_137,CYCRIMINE,4.42670679,FDA,False,CYCRIMINE,
fda_133,_c001,4.03378391,FDA,False,,
fda_1406,OCTINOXATE,4.14172411,FDA,False,OCTINOXATE,
fda_1546,_c001,5.49917746,FDA,False,,
fda_161,GLUTETHIMIDE,5.15297937,FDA,False,GLUTETHIMIDE,
fda_1312,COLISTIN,5.68684959,FDA,False,COLISTIN,
fda_1285,ALMOTRIPTAN,4.28862381,FDA,False,ALMOTRIPTAN,
fda_1051,CLARITHROMYCIN,5.41407776,FDA,False,CLARITHROMYCIN,
fda_1252,GOSERELIN,5.91739416,FDA,False,GOSERELIN,
fda_1235,CERULETIDE,6.95496941,FDA,False,CERULETIDE,
fda_103,METHOTREXATE,5.24456263,FDA,False,METHOTREXATE,
fda_1097,DYPHYLLINE,3.1321907,FDA,False,DYPHYLLINE,
fda_1765,_c001,2.90519977,FDA,False,,
fda_1737,_c001,6.00663614,FDA,False,,
fda_1798,_c001,4.14355659,FDA,False,,
fda_1727,_c001,4.62512159,FDA,False,,
fda_1519,ABIRATERONE ACETATE,6.30808115,FDA,False,ABIRATERONE ACETATE,
fda_1476,_c001,5.32520533,FDA,False,,
fda_1551,_c001,4.21681356,FDA,False,,
fda_1322,EQUILIN,5.28230906,FDA,False,EQUILIN,
fda_1030,CEFUROXIME AXETIL,4.71639299,FDA,False,CEFUROXIME AXETIL,
fda_1703,_c001,3.68257022,FDA,False,,
fda_1140,TRIMIPRAMINE,4.70799875,FDA,False,TRIMIPRAMINE,
fda_1106,AMPHETAMINE,3.33328652,FDA,False,AMPHETAMINE,
fda_1190,METIPRANOLOL,3.86345172,FDA,False,METIPRANOLOL,
fda_1777,_c001,4.49744749,FDA,False,,
fda_1580,_c001,5.09233522,FDA,False,,
fda_1700,_c001,3.65143514,FDA,False,,
fda_1828,MIDOSTAURIN,5.1678443,FDA,False,MIDOSTAURIN,
fda_1052,CEFPROZIL,4.23877335,FDA,False,CEFPROZIL,
fda_1694,_c001,4.1586771,FDA,False,,
fda_1800,_c001,5.50502443,FDA,False,,
fda_1536,_c001,5.64682531,FDA,False,,
fda_1607,_c001,2.88766408,FDA,False,,
fda_160,METARAMINOL,3.08983922,FDA,False,METARAMINOL,
fda_1294,SERTACONAZOLE,4.61988211,FDA,False,SERTACONAZOLE,
fda_1431,METHYLNALTREXONE,4.4481082,FDA,False,METHYLNALTREXONE,
fda_1350,PARAMETHASONE ACETATE,5.64472342,FDA,False,PARAMETHASONE ACETATE,
fda_1073,AZACITIDINE,3.25714946,FDA,False,AZACITIDINE,
fda_122,PROCAINE,3.26402688,FDA,False,PROCAINE,
fda_1559,_c001,5.51277685,FDA,False,,
fda_1453,Molecule-1,3.86161923,FDA,True,,Molecule-1
fda_170,DYCLONINE,3.66893363,FDA,False,DYCLONINE,
fda_1470,METHYLPHENIDATE,3.60453343,FDA,False,METHYLPHENIDATE,
fda_1245,BUTOCONAZOLE,4.88568926,FDA,False,BUTOCONAZOLE,
fda_1189,LEVOCETIRIZINE,3.60457516,FDA,False,LEVOCETIRIZINE,
fda_1741,_c001,4.04980516,FDA,False,,
fda_1653,_c001,4.15954971,FDA,False,,
fda_1345,NANDROLONE PHENPROPIONATE,6.30494165,FDA,False,NANDROLONE PHENPROPIONATE,
fda_1517,BOCEPREVIR,5.36858225,FDA,False,BOCEPREVIR,
fda_1109,HYDROXYZINE,3.58753514,FDA,False,HYDROXYZINE,
fda_1605,_c001,4.59735012,FDA,False,,
fda_1489,_c001,5.90645599,FDA,False,,
fda_1438,Molecule-1,4.84367323,FDA,True,,Molecule-1
fda_1502,CEFTAROLINE,5.53061104,FDA,False,CEFTAROLINE,
fda_149,OXTRIPHYLLINE,3.50861049,FDA,False,OXTRIPHYLLINE,
fda_1568,_c001,3.87061381,FDA,False,,
fda_1188,FELODIPINE,4.31650352,FDA,False,FELODIPINE,
fda_1548,_c001,5.09572363,FDA,False,,
fda_1652,_c001,4.61441231,FDA,False,,
fda_1054,AZITHROMYCIN,5.04068613,FDA,False,AZITHROMYCIN,
fda_1212,OXYPHENONIUM,3.83411193,FDA,False,OXYPHENONIUM,
fda_136,ACETAZOLAMIDE,3.84131455,FDA,False,ACETAZOLAMIDE,
fda_1834,NIRAPARIB,4.1349535,FDA,False,NIRAPARIB,
fda_1359,CHLORPHENESIN CARBAMATE,3.03908849,FDA,False,CHLORPHENESIN CARBAMATE,
fda_105,LEUCOVORIN,4.3214469,FDA,False,LEUCOVORIN,
fda_1072,MYCOPHENOLIC ACID,4.53480864,FDA,False,MYCOPHENOLIC ACID,
fda_1782,_c001,5.86335182,FDA,False,,
fda_1395,ETOPOSIDE PHOSPHATE,4.15963507,FDA,False,ETOPOSIDE PHOSPHATE,
fda_1112,BUCLIZINE,4.43340921,FDA,False,BUCLIZINE,
fda_1511,VILAZODONE,4.82145548,FDA,False,VILAZODONE,
fda_1290,GALANTAMINE,4.23226118,FDA,False,GALANTAMINE,
fda_1436,LANREOTIDE,5.5477066,FDA,False,LANREOTIDE,
fda_1710,_c001,5.92942858,FDA,False,,
fda_1115,TRIMEPRAZINE,4.2617135,FDA,False,TRIMEPRAZINE,
fda_1529,TAFLUPROST,5.40237474,FDA,False,TAFLUPROST,
fda_1105,ETHCHLORVYNOL,3.12859273,FDA,False,ETHCHLORVYNOL,
fda_100,PYRILAMINE,3.7501862,FDA,False,PYRILAMINE,
fda_1075,GRAMICIDIN,5.39498138,FDA,False,GRAMICIDIN,
fda_1231,CLEMASTINE,4.77817106,FDA,False,CLEMASTINE,
fda_1821,_c001,4.60250998,FDA,False,,
fda_1157,TEMAZEPAM,3.69718289,FDA,False,TEMAZEPAM,
fda_154,PENTOLINIUM,3.11972356,FDA,False,PENTOLINIUM,
fda_10,ERGOCALCIFEROL,5.39842844,FDA,False,ERGOCALCIFEROL,
fda_1334,TESTOSTERONE ENANTHATE,5.52111292,FDA,False,TESTOSTERONE ENANTHATE,
fda_1774,_c001,4.94630575,FDA,False,,
fda_1731,_c001,5.6843648,FDA,False,,
fda_1785,_c001,5.53621912,FDA,False,,
fda_1168,FLURBIPROFEN,4.56908607,FDA,False,FLURBIPROFEN,
fda_128,PROPANTHELINE,4.58011293,FDA,False,PROPANTHELINE,
fda_1582,_c001,5.26472235,FDA,False,,
fda_1563,_c001,4.88391161,FDA,False,,
fda_1155,_c001,3.60755372,FDA,False,,
fda_179,AMBENONIUM,4.3643117,FDA,False,AMBENONIUM,
fda_1791,_c001,5.57008219,FDA,False,,
fda_1094,TRIHEXYPHENIDYL,4.64758301,FDA,False,TRIHEXYPHENIDYL,
fda_1223,MAFENIDE,3.19087005,FDA,False,MAFENIDE,
fda_127,LEVORPHANOL,4.80286455,FDA,False,LEVORPHANOL,
fda_1318,KANAMYCIN,3.35400271,FDA,False,KANAMYCIN,
fda_1090,METHADONE,4.64024687,FDA,False,METHADONE,
fda_1461,CYCLOTHIAZIDE,4.88519669,FDA,False,CYCLOTHIAZIDE,
fda_1761,_c001,3.13127232,FDA,False,,
fda_1384,ETIDOCAINE,3.58532333,FDA,False,ETIDOCAINE,
fda_1808,_c001,4.794662,FDA,False,,
fda_1201,EPINASTINE,4.77140093,FDA,False,EPINASTINE,
fda_1304,SUNITINIB,4.86630297,FDA,False,SUNITINIB,
fda_1799,_c001,3.57732272,FDA,False,,
fda_107,MONOBENZONE,3.54323173,FDA,False,MONOBENZONE,
fda_1150,DISOPYRAMIDE,4.72393084,FDA,False,DISOPYRAMIDE,
fda_1717,_c001,5.73464251,FDA,False,,
fda_1714,_c001,5.81857729,FDA,False,,
fda_1472,TOLVAPTAN,5.71758032,FDA,False,TOLVAPTAN,
fda_113,HYDRALAZINE,3.32749867,FDA,False,HYDRALAZINE,
fda_1723,_c001,4.52463579,FDA,False,,
fda_1002,CHLORTETRACYCLINE,4.24798059,FDA,False,CHLORTETRACYCLINE,
fda_1382,_c001,6.38599157,FDA,False,,
fda_1671,M LOSARTAN,5.09315157,FDA,False,LOSARTAN,
fda_1591,_c001,5.41264963,FDA,False,,
fda_1133,POLYTHIAZIDE,5.21278477,FDA,False,POLYTHIAZIDE,
fda_1707,_c001,4.90658236,FDA,False,,
fda_1789,_c001,4.70605278,FDA,False,,
fda_145,HYDROXYSTILBAMIDINE,4.34595156,FDA,False,HYDROXYSTILBAMIDINE,
fda_1277,NELFINAVIR,5.84552383,FDA,False,NELFINAVIR,
fda_1220,CARPHENAZINE,4.55251932,FDA,False,CARPHENAZINE,
fda_1657,_c001,4.40920973,FDA,False,,
fda_1017,NATAMYCIN,4.99468231,FDA,False,NATAMYCIN,
fda_1507,GABAPENTIN ENACARBIL,4.37186575,FDA,False,GABAPENTIN ENACARBIL,
fda_1139,PROPRANOLOL,3.4013412,FDA,False,PROPRANOLOL,
fda_1590,_c001,5.85742998,FDA,False,,
fda_1497,DIENOGEST,5.5657649,FDA,False,DIENOGEST,
fda_1418,MEQUINOL,3.52578545,FDA,False,MEQUINOL,
fda_1233,CHLORHEXIDINE,5.18994474,FDA,False,CHLORHEXIDINE,
fda_1631,_c001,3.74308848,FDA,False,,
fda_1685,_c001,3.88139725,FDA,False,,
fda_1832,BETRIXABAN,4.98085165,FDA,False,BETRIXABAN,
fda_101,EDROPHONIUM,3.87420869,FDA,False,EDROPHONIUM,
fda_1093,BETHANECHOL,2.75888443,FDA,False,BETHANECHOL,
fda_1391,GLUTATHIONE DISULFIDE,3.91180229,FDA,False,GLUTATHIONE DISULFIDE,
fda_1219,METHYSERGIDE,3.75057626,FDA,False,METHYSERGIDE,
fda_1633,_c001,4.61079788,FDA,False,,
fda_1456,ISOSORBIDE,2.7480309,FDA,False,ISOSORBIDE,
fda_1243,SUFENTANIL,4.12913275,FDA,False,SUFENTANIL,
fda_1027,CEFOPERAZONE,5.39918375,FDA,False,CEFOPERAZONE,
fda_1850,GLECAPREVIR,5.82164001,FDA,False,GLECAPREVIR,
fda_1696,_c001,5.03592634,FDA,False,,
fda_164,MEPROBAMATE,3.34052396,FDA,False,MEPROBAMATE,
fda_1311,BACITRACIN,5.93531418,FDA,False,BACITRACIN,
fda_1143,PEMOLINE,3.7593298,FDA,False,PEMOLINE,
fda_1704,_c001,4.25471497,FDA,False,,
fda_1630,_c001,5.20028448,FDA,False,,
fda_134,PROPARACAINE,3.67678833,FDA,False,PROPARACAINE,
fda_1606,_c001,2.85903168,FDA,False,,
fda_1444,PLICAMYCIN,5.465065,FDA,False,PLICAMYCIN,
fda_1019,MECLOCYCLINE,4.88442039,FDA,False,MECLOCYCLINE,
fda_1356,METHIXENE,4.42658186,FDA,False,METHIXENE,
fda_1701,_c001,5.74122667,FDA,False,,
fda_1553,_c001,5.34212255,FDA,False,,
fda_1295,TIOTROPIUM,4.37629223,FDA,False,TIOTROPIUM,
fda_1158,OXPRENOLOL,3.06638598,FDA,False,OXPRENOLOL,
fda_1400,Molecule-1,4.91312408,FDA,True,,Molecule-1
fda_1067,CEFDINIR,5.23147917,FDA,False,CEFDINIR,
fda_1690,_c001,4.10417223,FDA,False,,
fda_1773,_c001,3.47703671,FDA,False,,
fda_1315,MEZLOCILLIN,4.74569893,FDA,False,MEZLOCILLIN,
fda_1006,MITOMYCIN,3.35288644,FDA,False,MITOMYCIN,
fda_1170,NIMODIPINE,5.28435659,FDA,False,NIMODIPINE,
fda_1433,DESVENLAFAXINE,4.34468794,FDA,False,DESVENLAFAXINE,
fda_1678,_c001,3.80444217,FDA,False,,
fda_1625,_c001,4.55409527,FDA,False,,
fda_1392,DRONABINOL,5.24925947,FDA,False,DRONABINOL,
fda_1216,DIHYDROCODEINE,3.70368314,FDA,False,DIHYDROCODEINE,
fda_1462,CYCLOTHIAZIDE,4.52588654,FDA,False,CYCLOTHIAZIDE,
fda_1672,_c001,4.29345846,FDA,False,,
fda_1651,_c001,3.545964,FDA,False,,
fda_1499,DABIGATRAN ETEXILATE,5.7695179,FDA,False,DABIGATRAN ETEXILATE,
fda_140,ETHOPROPAZINE,4.54167891,FDA,False,ETHOPROPAZINE,
fda_1729,_c001,4.77332735,FDA,False,,
fda_1780,_c001,5.07954073,FDA,False,,
fda_1110,BROMPHENIRAMINE,3.56866908,FDA,False,BROMPHENIRAMINE,
fda_1538,_c001,4.98142958,FDA,False,,
fda_108,HYDROCORTISONE,5.31878805,FDA,False,HYDROCORTISONE,
fda_1175,BEPRIDIL,4.26199245,FDA,False,BEPRIDIL,
fda_1377,MEBUTAMATE,3.44453549,FDA,False,MEBUTAMATE,
fda_143,TESTOSTERONE,4.99357605,FDA,False,TESTOSTERONE,
fda_1009,DOXORUBICIN,4.15304184,FDA,False,DOXORUBICIN,
fda_1415,NALMEFENE,4.43247461,FDA,False,NALMEFENE,
fda_1738,_c001,5.65522146,FDA,False,,
fda_150,DESLANOSIDE,6.25214243,FDA,False,DESLANOSIDE,
fda_1790,_c001,4.66205359,FDA,False,,
fda_1343,Molecule-1,5.01367092,FDA,True,,Molecule-1
fda_1385,ETIDOCAINE,3.56268907,FDA,False,ETIDOCAINE,
fda_1579,_c001,5.75230455,FDA,False,,
fda_1443,Molecule-1,4.20747185,FDA,True,,Molecule-1
fda_1217,ACETOPHENAZINE,4.80832911,FDA,False,ACETOPHENAZINE,
fda_1788,_c001,5.35421705,FDA,False,,
fda_1353,DROMOSTANOLONE PROPIONATE,5.45416498,FDA,False,DROMOSTANOLONE PROPIONATE,
fda_1752,_c001,4.02918577,FDA,False,,
fda_1408,PANTOTHENIC ACID,2.70209026,FDA,False,PANTOTHENIC ACID,
fda_1171,MEXILETINE,3.44256973,FDA,False,MEXILETINE,
fda_1310,NILOTINIB,6.35661316,FDA,False,NILOTINIB,
fda_1649,_c001,5.09638786,FDA,False,,
fda_1122,TROPICAMIDE,3.99501157,FDA,False,TROPICAMIDE,
fda_1050,IDARUBICIN,4.4464016,FDA,False,IDARUBICIN,
